checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,numner-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
>= 200 DM ,24.0,existing credits paid back duly till now,car (used),18424.0,<100 DM,<1 years,1.0,none,2.0,car or other,29.238934,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
0 <= <200 DM,4.0,critical account,radio/television,250.0,<100 DM,<1 years,3.0,none,3.0,real estate,30.0,store,rent,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,4.0,existing credits paid back duly till now,radio/television,18424.0,<100 DM,<1 years,4.0,none,4.0,real estate,31.0,bank,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,72.0,existing credits paid back duly till now,radio/television,18424.0,<100 DM,<1 years,3.0,none,4.0,car or other,31.0,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
<0 DM,12.0,existing credits paid back duly till now,car (new),3011.0508,<100 DM,4<= <7 years,2.0,none,2.0,car or other,26.0,none,own,1.0,skilled employee / official,1.0,none,no,male,divorced/separated,1
no account,4.0,critical account,car (new),1520.2811,100 <= <500 DM,<1 years,3.0,none,1.0,savings agreement/life insurance,38.770073,none,for free,1.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,0
>= 200 DM ,24.0,all credits at this bank paid back duly,radio/television,2169.0676,<100 DM,unemployed,4.0,none,2.0,savings agreement/life insurance,27.696844,store,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
<0 DM,4.0,critical account,radio/television,1395.2292,<100 DM,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,32.486332,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,36.0,critical account,car (new),2328.2043,<100 DM,>=7 years,2.0,none,4.0,car or other,75.0,none,own,1.0,skilled employee / official,2.0,none,yes,male,divorced/separated,0
0 <= <200 DM,24.0,critical account,furniture/equipment,1506.3335,<100 DM,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,75.0,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,0
<0 DM,24.0,existing credits paid back duly till now,radio/television,1397.9124,<100 DM,>=7 years,3.0,none,3.0,unknown / no property,44.310783,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,0
0 <= <200 DM,72.0,existing credits paid back duly till now,furniture/equipment,3599.5325,>= 1000 DM,<1 years,2.0,none,4.0,car or other,32.0,store,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,radio/television,2929.4219,<100 DM,1<= < 4 years,4.0,none,3.0,unknown / no property,46.0,none,own,2.0,skilled employee / official,1.0,yes,yes,male,married/widowed,1
0 <= <200 DM,4.0,existing credits paid back duly till now,furniture/equipment,250.0,<100 DM,<1 years,4.0,none,1.0,real estate,53.49961,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,72.0,critical account,car (used),1871.8994,<100 DM,<1 years,4.0,none,4.0,real estate,19.610214,none,own,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,0
no account,72.0,critical account,car (new),18424.0,no savings account,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,19.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,16.696531,existing credits paid back duly till now,furniture/equipment,807.2115,no savings account,>=7 years,4.0,none,1.2220372,real estate,27.159475,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
no account,4.0,existing credits paid back duly till now,car (used),1919.7986,no savings account,1<= < 4 years,3.0,none,1.0,car or other,53.695774,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
no account,18.0,critical account,furniture/equipment,7175.8154,<100 DM,4<= <7 years,2.0,none,4.0,unknown / no property,29.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,72.0,existing credits paid back duly till now,business,1052.5847,<100 DM,>=7 years,4.0,none,2.0,unknown / no property,39.0,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,male,divorced/separated,1
<0 DM,24.0,existing credits paid back duly till now,radio/television,18424.0,<100 DM,1<= < 4 years,1.0,none,2.0,real estate,33.0,none,own,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,24.0,critical account,business,1385.8087,no savings account,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,30.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,12.0,critical account,car (new),250.0,500 <= < 1000 DM,>=7 years,4.0,none,2.0,real estate,30.555548,none,rent,1.0,skilled employee / official,1.0,none,yes,female,married/widowed,1
no account,18.0,delay in paying off,retraining,1298.7875,500 <= < 1000 DM,<1 years,4.0,none,1.0,savings agreement/life insurance,19.0,none,for free,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,12.0,critical account,radio/television,1348.9695,500 <= < 1000 DM,unemployed,4.0,none,4.0,car or other,35.0,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
no account,15.0,existing credits paid back duly till now,car (new),7846.918,<100 DM,1<= < 4 years,2.0,none,1.0,real estate,30.25357,bank,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,72.0,existing credits paid back duly till now,radio/television,6161.551,<100 DM,<1 years,2.0,none,4.0,car or other,33.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,31.466782,existing credits paid back duly till now,car (new),2648.094,no savings account,>=7 years,4.0,none,4.0,car or other,47.573795,none,for free,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
<0 DM,6.0,critical account,radio/television,2575.9983,no savings account,>=7 years,4.0,none,1.0,unknown / no property,53.88826,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
<0 DM,12.0,existing credits paid back duly till now,car (new),250.0,no savings account,<1 years,4.0,none,4.0,car or other,49.41496,none,own,1.0,unskilled - resident,1.0,none,no,female,divorced/separated,1
<0 DM,18.0,existing credits paid back duly till now,car (used),2474.2131,100 <= <500 DM,1<= < 4 years,4.0,none,2.0,unknown / no property,37.935635,none,rent,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
no account,18.0,delay in paying off,car (used),18424.0,<100 DM,<1 years,1.0,none,4.0,real estate,19.0,bank,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
>= 200 DM ,6.0,existing credits paid back duly till now,car (new),1247.2372,100 <= <500 DM,1<= < 4 years,4.0,none,2.0,real estate,30.0,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
no account,12.0,critical account,radio/television,3592.1738,<100 DM,1<= < 4 years,4.0,none,3.0,real estate,26.0,none,own,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,0
0 <= <200 DM,4.0,existing credits paid back duly till now,furniture/equipment,1614.7369,<100 DM,1<= < 4 years,4.0,none,1.0,real estate,34.36503,none,own,1.0,skilled employee / official,1.0,none,yes,male,married/widowed,1
no account,4.0,delay in paying off,car (new),2693.6306,<100 DM,1<= < 4 years,2.0,none,2.0,savings agreement/life insurance,30.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,married/widowed,0
0 <= <200 DM,24.0,critical account,car (used),7214.6226,>= 1000 DM,1<= < 4 years,4.0,none,4.0,car or other,32.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
<0 DM,12.0,existing credits paid back duly till now,radio/television,2049.2102,100 <= <500 DM,>=7 years,2.0,none,1.0,car or other,44.781094,none,own,4.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,1
<0 DM,33.94215,critical account,domestic appliances,6953.1475,<100 DM,<1 years,3.0,none,2.0,savings agreement/life insurance,30.0,none,own,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,1
no account,4.0,delay in paying off,car (new),1945.5038,<100 DM,1<= < 4 years,3.0,none,1.0,car or other,32.0,none,own,2.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
no account,9.0,existing credits paid back duly till now,business,250.0,<100 DM,<1 years,4.0,none,1.0,unknown / no property,75.0,none,own,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
>= 200 DM ,48.0,critical account,business,1211.6743,no savings account,<1 years,2.0,none,2.0,unknown / no property,43.111168,none,own,2.3522713,unskilled - resident,1.0,none,yes,male,divorced/separated,1
<0 DM,14.433948,existing credits paid back duly till now,car (new),1203.5967,<100 DM,>=7 years,4.0,none,2.0,real estate,27.0,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,24.0,existing credits paid back duly till now,business,3969.3767,100 <= <500 DM,1<= < 4 years,4.0,none,3.0,unknown / no property,34.29557,none,rent,1.0,skilled employee / official,2.0,none,yes,male,divorced/separated,1
0 <= <200 DM,18.0,existing credits paid back duly till now,car (new),1915.0355,<100 DM,<1 years,3.0,none,4.0,savings agreement/life insurance,32.589474,bank,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
<0 DM,18.0,existing credits paid back duly till now,domestic appliances,3382.8174,<100 DM,4<= <7 years,4.0,none,1.0,car or other,64.81479,none,rent,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
>= 200 DM ,48.0,critical account,car (used),250.0,100 <= <500 DM,unemployed,4.0,none,2.0,unknown / no property,75.0,store,own,2.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
no account,18.0,existing credits paid back duly till now,car (new),900.727,<100 DM,>=7 years,3.0,none,3.0,savings agreement/life insurance,35.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,18.0,existing credits paid back duly till now,car (new),1113.7826,100 <= <500 DM,4<= <7 years,4.0,none,4.0,unknown / no property,29.0,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
<0 DM,18.0,existing credits paid back duly till now,radio/television,4367.044,<100 DM,1<= < 4 years,4.0,none,4.0,real estate,29.86464,bank,own,1.0,unskilled - resident,1.0,none,yes,female,married/widowed,1
no account,4.0,critical account,education,2620.7075,100 <= <500 DM,>=7 years,2.0,none,4.0,unknown / no property,36.887653,none,own,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,0
no account,4.0,critical account,car (new),250.0,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,36.0,bank,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,24.0,critical account,car (new),18424.0,<100 DM,1<= < 4 years,3.0,none,2.0,car or other,32.186382,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,9.071386,critical account,education,2118.1506,<100 DM,1<= < 4 years,4.0,none,2.0,unknown / no property,38.0,bank,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,36.0,critical account,furniture/equipment,1526.4395,<100 DM,<1 years,4.0,none,1.0,car or other,75.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
no account,72.0,existing credits paid back duly till now,car (new),2043.0492,<100 DM,>=7 years,4.0,none,3.0,car or other,19.0,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,0
no account,72.0,existing credits paid back duly till now,car (used),18424.0,<100 DM,unemployed,4.0,none,4.0,real estate,25.0,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
no account,40.60924,critical account,radio/television,3160.862,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,75.0,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
<0 DM,18.0,existing credits paid back duly till now,others,1172.6327,<100 DM,4<= <7 years,4.0,none,2.0,real estate,22.0,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
<0 DM,6.0,existing credits paid back duly till now,radio/television,3942.3604,no savings account,>=7 years,3.0,none,1.0,car or other,37.688744,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
no account,12.0,critical account,radio/television,7453.8945,no savings account,>=7 years,4.0,none,2.0,car or other,34.0,none,rent,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,18.0,critical account,radio/television,1551.7383,>= 1000 DM,>=7 years,4.0,none,4.0,real estate,35.0,store,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
no account,18.0,existing credits paid back duly till now,furniture/equipment,1206.2986,no savings account,1<= < 4 years,4.0,none,4.0,car or other,27.0,none,rent,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
no account,15.0,critical account,car (new),2048.0088,<100 DM,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,28.0,bank,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,72.0,critical account,car (used),879.79834,<100 DM,<1 years,2.0,none,3.0,real estate,28.0,none,rent,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,6.0,existing credits paid back duly till now,radio/television,1045.8007,no savings account,1<= < 4 years,4.0,none,1.0,car or other,51.574154,none,own,4.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,9.0,existing credits paid back duly till now,radio/television,250.0,no savings account,>=7 years,4.0,none,2.0,car or other,19.016077,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
no account,21.0,existing credits paid back duly till now,radio/television,1977.1804,100 <= <500 DM,>=7 years,2.0,none,4.0,unknown / no property,37.703297,none,rent,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
no account,30.338648,existing credits paid back duly till now,furniture/equipment,1936.9847,500 <= < 1000 DM,>=7 years,4.0,none,1.0,savings agreement/life insurance,19.0,bank,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,72.0,existing credits paid back duly till now,furniture/equipment,2256.4067,no savings account,unemployed,4.0,none,3.0,savings agreement/life insurance,36.362953,none,for free,1.0,skilled employee / official,1.0,yes,yes,male,married/widowed,1
0 <= <200 DM,24.0,existing credits paid back duly till now,furniture/equipment,18424.0,<100 DM,>=7 years,2.0,none,2.0,car or other,19.0,none,rent,1.0,skilled employee / official,2.0,none,yes,male,divorced/separated,1
0 <= <200 DM,72.0,existing credits paid back duly till now,domestic appliances,7906.377,<100 DM,>=7 years,2.0,none,3.0,unknown / no property,35.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,4.0,critical account,radio/television,250.0,<100 DM,>=7 years,4.0,none,3.3964372,car or other,28.0,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
no account,12.0,existing credits paid back duly till now,radio/television,1007.73047,no savings account,<1 years,4.0,none,3.0,car or other,22.485996,none,rent,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,52.257305,critical account,furniture/equipment,7421.051,no savings account,<1 years,2.0,none,2.0,car or other,19.0,bank,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,car (used),250.0,no savings account,1<= < 4 years,4.0,none,1.0,real estate,36.0,none,own,2.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,12.0,existing credits paid back duly till now,car (new),2747.9883,<100 DM,1<= < 4 years,4.0,none,3.0,car or other,75.0,none,for free,2.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
no account,12.0,critical account,car (new),1127.0455,no savings account,4<= <7 years,4.0,none,4.0,savings agreement/life insurance,24.0,bank,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,24.0,critical account,furniture/equipment,1263.0546,100 <= <500 DM,>=7 years,4.0,none,2.0,car or other,75.0,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,male,married/widowed,1
0 <= <200 DM,18.0,critical account,car (new),1156.4366,<100 DM,4<= <7 years,4.0,none,1.0,car or other,75.0,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,12.0,critical account,radio/television,885.03754,500 <= < 1000 DM,>=7 years,4.0,none,1.0,real estate,26.0,store,for free,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,4.0,existing credits paid back duly till now,car (new),762.4278,100 <= <500 DM,1<= < 4 years,3.0,none,1.0,real estate,75.0,none,own,2.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,72.0,existing credits paid back duly till now,radio/television,250.0,100 <= <500 DM,4<= <7 years,4.0,none,1.0,unknown / no property,64.99155,store,own,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,1
no account,4.0,delay in paying off,car (new),783.2295,<100 DM,<1 years,4.0,none,4.0,real estate,29.991034,bank,own,1.0,management/ highly qualified employee,1.0,yes,yes,female,divorced/separated,0
no account,18.0,existing credits paid back duly till now,radio/television,1855.372,100 <= <500 DM,1<= < 4 years,4.0,none,4.0,unknown / no property,25.0,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
<0 DM,18.0,existing credits paid back duly till now,furniture/equipment,1188.9415,no savings account,>=7 years,4.0,none,3.0,real estate,19.0,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,married/widowed,1
no account,4.0,existing credits paid back duly till now,car (new),2225.6504,100 <= <500 DM,<1 years,3.0,none,1.0,unknown / no property,31.19916,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
no account,24.0,existing credits paid back duly till now,car (used),4409.025,<100 DM,unemployed,3.0,none,4.0,unknown / no property,34.23001,store,for free,1.0,management/ highly qualified employee,1.0,none,yes,male,married/widowed,1
0 <= <200 DM,4.0,critical account,furniture/equipment,1188.9984,<100 DM,1<= < 4 years,2.0,guarantor,4.0,real estate,75.0,store,own,2.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,0
no account,15.0,existing credits paid back duly till now,radio/television,3323.5173,<100 DM,<1 years,2.0,co-applicant,2.0,car or other,30.0,store,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,12.0,critical account,business,250.0,100 <= <500 DM,4<= <7 years,4.0,none,3.0,real estate,29.0,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,0
<0 DM,24.0,critical account,radio/television,2993.0164,500 <= < 1000 DM,<1 years,4.0,none,1.0,car or other,42.37402,none,own,1.0,skilled employee / official,1.0,none,no,male,divorced/separated,0
no account,22.35472,critical account,car (used),18424.0,100 <= <500 DM,>=7 years,4.0,none,1.2529843,unknown / no property,31.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,car (new),908.62585,<100 DM,4<= <7 years,4.0,none,3.0,real estate,75.0,none,own,2.0,skilled employee / official,1.0,none,yes,female,married/widowed,1
no account,24.0,critical account,radio/television,3205.4795,<100 DM,>=7 years,4.0,none,1.0,real estate,27.0,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
no account,35.41345,existing credits paid back duly till now,furniture/equipment,1160.4282,<100 DM,<1 years,4.0,none,2.0,savings agreement/life insurance,23.126572,none,own,1.0,skilled employee / official,1.0,yes,yes,male,married/widowed,0
0 <= <200 DM,12.0,critical account,car (new),2567.6301,no savings account,>=7 years,2.0,none,2.0,real estate,30.0,none,for free,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,72.0,existing credits paid back duly till now,furniture/equipment,18424.0,<100 DM,<1 years,4.0,none,2.0,car or other,38.0,store,rent,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
no account,18.0,no credits taken,radio/television,250.0,no savings account,<1 years,4.0,none,4.0,real estate,29.0,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,39.486725,critical account,furniture/equipment,1209.3408,no savings account,<1 years,4.0,none,4.0,unknown / no property,75.0,none,rent,1.0,management/ highly qualified employee,1.0,none,yes,male,married/widowed,1
0 <= <200 DM,24.0,critical account,radio/television,5001.8086,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,47.90529,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
no account,9.543191,critical account,car (new),1393.5071,<100 DM,<1 years,4.0,none,4.0,car or other,30.0,bank,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
<0 DM,24.0,critical account,furniture/equipment,1963.2703,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,45.25937,none,rent,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
<0 DM,18.0,existing credits paid back duly till now,furniture/equipment,250.0,100 <= <500 DM,4<= <7 years,4.0,none,1.0,savings agreement/life insurance,41.0,bank,rent,1.0,skilled employee / official,1.0,none,yes,male,married/widowed,1
0 <= <200 DM,22.813324,critical account,radio/television,2947.3818,<100 DM,1<= < 4 years,4.0,none,3.0,car or other,44.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,9.0,critical account,radio/television,1258.3473,<100 DM,1<= < 4 years,1.0,none,2.0,unknown / no property,75.0,bank,rent,4.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
<0 DM,72.0,existing credits paid back duly till now,furniture/equipment,5655.408,>= 1000 DM,>=7 years,4.0,none,4.0,savings agreement/life insurance,75.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,18.0,existing credits paid back duly till now,car (new),3248.8938,<100 DM,>=7 years,4.0,none,4.0,real estate,27.0,bank,own,1.0,management/ highly qualified employee,1.0,none,yes,female,married/widowed,1
no account,18.0,critical account,radio/television,2339.9346,100 <= <500 DM,<1 years,4.0,none,2.0,savings agreement/life insurance,28.890806,store,for free,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
0 <= <200 DM,21.0,critical account,radio/television,636.45184,100 <= <500 DM,unemployed,2.0,none,1.0,car or other,65.9788,bank,own,4.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,10.0,existing credits paid back duly till now,radio/television,3687.061,<100 DM,1<= < 4 years,4.0,none,2.0,unknown / no property,23.16159,none,for free,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,female,divorced/separated,1
no account,4.0,delay in paying off,furniture/equipment,2604.1294,<100 DM,4<= <7 years,2.0,none,2.0,unknown / no property,47.596615,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,1
<0 DM,72.0,existing credits paid back duly till now,furniture/equipment,1791.6324,no savings account,1<= < 4 years,4.0,none,4.0,car or other,47.180923,none,rent,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,male,divorced/separated,1
<0 DM,24.0,existing credits paid back duly till now,furniture/equipment,1446.6296,<100 DM,1<= < 4 years,4.0,none,3.0,car or other,56.428387,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,30.0,existing credits paid back duly till now,car (new),2944.7969,no savings account,1<= < 4 years,3.0,none,4.0,savings agreement/life insurance,33.0,store,own,1.0,skilled employee / official,1.0,yes,yes,male,married/widowed,1
no account,18.0,existing credits paid back duly till now,radio/television,1263.1326,<100 DM,<1 years,4.0,none,1.0,real estate,49.120377,none,own,1.0,unskilled - resident,1.0,none,yes,female,married/widowed,1
0 <= <200 DM,4.0,critical account,radio/television,1871.7365,<100 DM,unemployed,4.0,none,1.0,savings agreement/life insurance,58.11343,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,12.0,critical account,radio/television,1959.9392,<100 DM,1<= < 4 years,4.0,none,3.0,savings agreement/life insurance,37.21768,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,4.0,critical account,car (new),250.0,<100 DM,1<= < 4 years,4.0,none,4.0,savings agreement/life insurance,49.410732,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,30.0,existing credits paid back duly till now,radio/television,3166.1902,100 <= <500 DM,1<= < 4 years,2.0,none,2.0,car or other,28.44515,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,12.0,existing credits paid back duly till now,business,2853.652,<100 DM,1<= < 4 years,2.0,none,2.0,real estate,32.0,none,for free,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,18.0,existing credits paid back duly till now,car (used),1568.8258,100 <= <500 DM,4<= <7 years,4.0,none,1.0,car or other,28.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,21.0,existing credits paid back duly till now,radio/television,250.0,no savings account,4<= <7 years,4.0,none,1.0,car or other,32.94233,bank,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,18.0,critical account,car (new),1539.5052,<100 DM,4<= <7 years,4.0,none,3.0,unknown / no property,25.0,none,rent,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,12.0,existing credits paid back duly till now,radio/television,1270.3158,100 <= <500 DM,1<= < 4 years,4.0,none,4.0,real estate,75.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,4.0,existing credits paid back duly till now,car (used),250.0,<100 DM,4<= <7 years,4.0,none,1.0,savings agreement/life insurance,36.0,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,23.391642,critical account,car (new),1656.3744,<100 DM,1<= < 4 years,4.0,none,4.0,real estate,46.891674,none,own,1.0370198,unskilled - resident,1.0,none,yes,male,divorced/separated,0
no account,20.184504,existing credits paid back duly till now,car (used),2612.7903,no savings account,<1 years,4.0,none,1.0,car or other,35.0,none,rent,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
no account,4.0,existing credits paid back duly till now,car (new),1966.7708,100 <= <500 DM,>=7 years,4.0,none,2.0,car or other,58.819042,none,rent,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,10.0,critical account,radio/television,1196.8159,no savings account,>=7 years,4.0,none,3.0,savings agreement/life insurance,27.0,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
>= 200 DM ,18.0,existing credits paid back duly till now,radio/television,5055.5737,<100 DM,>=7 years,2.0,none,4.0,unknown / no property,28.047611,none,own,2.0,skilled employee / official,2.0,none,yes,male,divorced/separated,1
0 <= <200 DM,15.0,existing credits paid back duly till now,education,250.0,<100 DM,4<= <7 years,4.0,none,1.0,savings agreement/life insurance,38.02274,none,rent,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,72.0,critical account,car (new),3259.3416,<100 DM,<1 years,4.0,none,4.0,car or other,41.0,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
<0 DM,4.0,delay in paying off,domestic appliances,250.0,<100 DM,<1 years,4.0,none,2.0,unknown / no property,32.15783,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,4.0,existing credits paid back duly till now,education,3232.5354,<100 DM,1<= < 4 years,1.0,none,2.0,car or other,43.588413,none,own,1.496272,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,4.0,delay in paying off,radio/television,1476.6869,500 <= < 1000 DM,>=7 years,4.0,none,1.0,unknown / no property,31.0,bank,own,1.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,0
no account,12.0,existing credits paid back duly till now,car (new),250.0,no savings account,1<= < 4 years,4.0,none,1.0,savings agreement/life insurance,25.062891,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,14.802501,critical account,furniture/equipment,18424.0,<100 DM,<1 years,2.0527902,none,4.0,real estate,25.0,store,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
