,sex,age,household-position,household-size,prev-residence-place,citizenship,country-birth,edu-level,economic-status,cur-eco-activity,marital-status,class-label
35075,0,8.0,1210.0,112.0,1.0,1.0,1.0,0.0,111.0,135.0,1.0,0
35076,0,8.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,122.0,2.0,0
35077,1,5.0,1122.0,112.0,1.0,1.0,3.0,3.0,111.0,138.0,2.0,0
35078,0,4.0,1122.0,112.0,1.0,1.0,1.0,0.0,111.0,135.0,1.0,0
35079,0,4.0,1122.0,114.0,1.0,1.0,1.0,0.0,111.0,131.0,1.0,0
35080,0,10.0,1210.0,111.0,1.0,1.0,1.0,3.0,111.0,139.0,1.0,0
35081,1,8.0,1122.0,114.0,1.0,1.0,1.0,4.0,111.0,131.0,2.0,1
35082,0,15.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,138.0,2.0,0
35083,0,7.0,1122.0,113.0,1.0,1.0,1.0,0.0,111.0,136.0,2.0,0
35084,1,5.0,1110.0,126.0,1.0,1.0,1.0,5.0,111.0,124.0,1.0,0
35085,1,8.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,124.0,2.0,1
35086,1,4.0,1220.0,111.0,1.0,1.0,1.0,5.0,111.0,136.0,1.0,1
35087,0,4.0,1110.0,126.0,1.0,1.0,1.0,2.0,111.0,131.0,1.0,0
35088,1,10.0,1121.0,112.0,1.0,1.0,1.0,4.0,111.0,133.0,2.0,0
35089,1,4.0,1121.0,114.0,1.0,1.0,1.0,1.0,111.0,135.0,1.0,0
35090,1,12.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,133.0,2.0,1
35091,0,8.0,1131.0,113.0,1.0,1.0,1.0,3.0,111.0,135.0,4.0,0
35092,1,9.0,1110.0,113.0,1.0,1.0,1.0,1.0,111.0,131.0,2.0,1
35093,0,9.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,122.0,2.0,0
35094,1,11.0,1140.0,112.0,1.0,1.0,1.0,5.0,111.0,131.0,1.0,1
35095,0,10.0,1122.0,111.0,1.0,1.0,1.0,3.0,111.0,139.0,1.0,0
35096,0,7.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,111.0,2.0,1
35097,0,10.0,1122.0,112.0,1.0,1.0,1.0,0.0,111.0,138.0,2.0,0
35098,1,4.0,1110.0,125.0,1.0,1.0,1.0,3.0,112.0,124.0,1.0,0
35099,0,15.0,1122.0,125.0,1.0,1.0,1.0,5.0,120.0,135.0,2.0,1
35100,0,10.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,133.0,2.0,0
35101,1,4.0,1122.0,125.0,1.0,1.0,1.0,5.0,111.0,135.0,1.0,1
35102,0,15.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,138.0,2.0,1
35103,0,9.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
35104,0,11.0,1121.0,111.0,1.0,1.0,1.0,5.0,111.0,137.0,2.0,1
35105,1,4.0,1122.0,112.0,1.0,1.0,1.0,0.0,111.0,134.0,2.0,0
35106,0,7.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
35107,1,15.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
35108,1,7.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
35109,0,4.0,1121.0,126.0,2.0,1.0,1.0,5.0,120.0,139.0,1.0,1
35110,0,9.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,136.0,2.0,1
35111,0,9.0,1122.0,125.0,1.0,1.0,1.0,5.0,111.0,133.0,2.0,1
35112,0,4.0,1140.0,111.0,1.0,1.0,1.0,2.0,111.0,132.0,1.0,0
35113,0,4.0,1110.0,114.0,2.0,1.0,1.0,3.0,120.0,138.0,1.0,1
35114,1,4.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,122.0,2.0,0
35115,1,15.0,1122.0,111.0,1.0,1.0,1.0,3.0,111.0,138.0,4.0,0
35116,1,7.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,133.0,2.0,0
35117,0,4.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,132.0,2.0,1
35118,0,7.0,1131.0,112.0,1.0,1.0,1.0,3.0,111.0,131.0,1.0,0
35119,1,5.0,1110.0,112.0,1.0,1.0,1.0,0.0,111.0,122.0,2.0,0
35120,0,4.0,1121.0,113.0,1.0,1.0,1.0,0.0,111.0,131.0,1.0,0
35121,0,15.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,138.0,2.0,0
35122,1,4.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,137.0,1.0,1
35123,1,9.0,1131.0,111.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
35124,0,7.0,1122.0,113.0,1.0,1.0,1.0,4.0,111.0,133.0,1.0,0
35125,1,7.0,1122.0,114.0,1.0,1.0,1.0,2.0,111.0,131.0,2.0,0
35126,1,4.0,1122.0,114.0,1.0,1.0,3.0,0.0,111.0,133.0,2.0,0
35127,0,9.0,1121.0,111.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,1
35128,1,15.0,1140.0,111.0,1.0,1.0,1.0,2.0,111.0,135.0,4.0,0
35129,0,9.0,1122.0,125.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
35130,1,4.0,1110.0,125.0,1.0,1.0,1.0,2.0,111.0,135.0,1.0,0
35131,1,11.0,1122.0,114.0,1.0,1.0,1.0,2.0,111.0,138.0,2.0,0
35132,0,4.0,1140.0,111.0,1.0,1.0,3.0,2.0,111.0,131.0,1.0,0
35133,1,10.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,136.0,2.0,1
35134,0,9.0,1122.0,111.0,1.0,1.0,1.0,4.0,111.0,139.0,1.0,1
35135,1,4.0,1110.0,126.0,1.0,1.0,1.0,1.0,111.0,132.0,1.0,0
35136,1,4.0,1122.0,126.0,1.0,1.0,1.0,0.0,120.0,132.0,1.0,0
35137,1,10.0,1122.0,113.0,1.0,1.0,1.0,2.0,111.0,131.0,2.0,1
35138,1,7.0,1122.0,114.0,1.0,1.0,1.0,3.0,120.0,132.0,1.0,1
35139,1,15.0,1122.0,126.0,1.0,1.0,1.0,5.0,120.0,138.0,2.0,1
35140,0,4.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,131.0,1.0,0
35141,1,15.0,1122.0,125.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
35142,1,15.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,133.0,2.0,1
35143,0,4.0,1121.0,112.0,1.0,1.0,1.0,0.0,111.0,131.0,2.0,0
35144,1,10.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,133.0,2.0,1
35145,0,9.0,1220.0,111.0,1.0,1.0,1.0,0.0,111.0,135.0,1.0,0
35146,0,9.0,1122.0,113.0,1.0,1.0,1.0,0.0,111.0,137.0,2.0,0
35147,1,15.0,1220.0,111.0,1.0,1.0,1.0,3.0,120.0,136.0,1.0,1
35148,1,8.0,1210.0,111.0,1.0,1.0,1.0,3.0,111.0,137.0,1.0,1
35149,0,10.0,1122.0,125.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,1
35150,1,9.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,122.0,2.0,1
35151,1,6.0,1132.0,112.0,1.0,1.0,3.0,0.0,111.0,131.0,2.0,0
35152,1,9.0,1121.0,114.0,1.0,1.0,1.0,5.0,120.0,131.0,2.0,1
35153,1,8.0,1122.0,114.0,1.0,1.0,1.0,2.0,111.0,131.0,2.0,0
35154,0,8.0,1122.0,112.0,1.0,1.0,1.0,0.0,111.0,135.0,1.0,0
35155,1,5.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,137.0,2.0,1
35156,0,11.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,138.0,2.0,1
35157,0,8.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,132.0,2.0,0
35158,1,4.0,1110.0,126.0,1.0,1.0,1.0,3.0,111.0,133.0,1.0,0
35159,0,4.0,1131.0,113.0,1.0,1.0,1.0,2.0,111.0,132.0,1.0,0
35160,1,15.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
35161,1,15.0,1122.0,112.0,1.0,1.0,1.0,3.0,111.0,135.0,2.0,0
35162,0,7.0,1220.0,111.0,1.0,1.0,1.0,5.0,111.0,122.0,2.0,1
35163,1,7.0,1122.0,114.0,1.0,1.0,1.0,2.0,111.0,122.0,2.0,1
35164,1,9.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,122.0,2.0,1
35165,0,10.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
35166,1,4.0,1110.0,113.0,1.0,1.0,1.0,3.0,111.0,135.0,2.0,1
35167,1,8.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,111.0,2.0,1
35168,1,11.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,139.0,2.0,1
35169,1,9.0,1122.0,126.0,1.0,1.0,1.0,3.0,120.0,133.0,2.0,1
35170,1,7.0,1131.0,112.0,1.0,1.0,1.0,3.0,111.0,131.0,1.0,1
35171,1,7.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,1
35172,1,6.0,1122.0,111.0,1.0,1.0,1.0,3.0,120.0,135.0,1.0,1
35173,1,6.0,1122.0,114.0,1.0,1.0,1.0,3.0,120.0,131.0,1.0,1
35174,0,8.0,1122.0,125.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,0
35175,1,11.0,1122.0,114.0,1.0,1.0,1.0,4.0,111.0,135.0,2.0,0
35176,0,15.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
35177,1,4.0,1110.0,126.0,1.0,1.0,1.0,0.0,120.0,134.0,1.0,1
35178,1,4.0,1110.0,111.0,1.0,1.0,1.0,0.0,111.0,132.0,2.0,0
35179,0,7.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
35180,1,10.0,1131.0,111.0,1.0,1.0,1.0,3.0,111.0,139.0,2.0,1
35181,1,15.0,1122.0,112.0,1.0,1.0,1.0,2.0,111.0,134.0,2.0,1
35182,1,15.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
35183,0,4.0,1210.0,111.0,1.0,1.0,1.0,3.0,111.0,111.0,1.0,0
35184,1,4.0,1132.0,111.0,1.0,1.0,1.0,5.0,111.0,139.0,1.0,1
35185,1,8.0,1122.0,113.0,1.0,1.0,1.0,1.0,111.0,135.0,2.0,0
35186,0,4.0,1131.0,112.0,1.0,3.0,3.0,0.0,111.0,111.0,2.0,0
35187,1,9.0,1122.0,114.0,1.0,1.0,1.0,4.0,111.0,132.0,2.0,0
35188,1,15.0,1121.0,113.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,1
35189,0,7.0,1122.0,112.0,1.0,1.0,1.0,2.0,120.0,135.0,2.0,0
35190,1,9.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
35191,0,6.0,1219.8097,113.0,1.0,1.0,1.0,1.0,111.0,135.0,1.0,0
35192,1,4.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,134.0,1.0,0
35193,0,9.0,1122.0,114.0,1.0,1.0,1.0,0.0,111.0,134.0,2.0,0
35194,1,7.562317,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
35195,1,15.0,1131.0,111.0,1.0,1.0,1.0,5.0,111.0,139.0,1.0,1
35196,0,5.0,1122.0,114.0,1.0,1.0,1.0,2.0,111.0,133.0,2.0,0
35197,0,9.0,1220.0,111.0,1.0,1.0,1.0,5.0,111.0,135.0,1.0,1
35198,1,11.0,1122.0,112.04805,1.0,1.0,1.0,5.0,111.0,111.0,2.0,1
35199,1,7.0,1122.0,112.0,1.0,1.0,1.0,3.0,111.0,111.0,2.0,1
35200,0,10.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,132.0,2.0,1
35201,0,4.0,1122.0,114.0,1.0,1.0,1.0,1.0,111.0,132.0,2.0,0
35202,1,7.0,1121.0,112.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,0
35203,0,4.0,1110.0,126.0,1.0,1.0,1.0,1.0,120.0,138.0,1.0,0
35204,0,12.0,1210.0,111.0,1.0,1.0,1.0,5.0,111.0,137.0,2.0,1
35205,1,4.0,1131.0,111.0,1.0,1.0,1.0,5.0,111.0,139.0,1.0,1
35206,0,5.0,1122.0,125.0,1.0,1.0,1.0,2.0,111.0,133.0,1.0,0
35207,0,9.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,138.0,2.0,0
35208,1,4.0,1121.0,114.0,1.0,1.0,1.0,3.0,111.0,133.0,1.0,0
35209,0,8.0,1122.0,113.0,1.0,1.0,1.0,0.0,111.0,136.0,2.0,0
35210,0,9.0,1140.0,112.0,1.0,1.0,1.0,3.0,111.0,131.0,4.0,0
35211,0,6.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
35212,0,11.0,1140.0,113.0,1.0,1.0,1.0,3.0,111.0,133.0,2.0,0
35213,1,15.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,137.0,2.0,0
35214,0,4.0,1121.0,113.0,1.0,1.0,1.0,0.0,111.0,131.0,2.0,0
35215,1,4.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,136.0,1.0,1
35216,0,4.0,1132.0,111.0,2.0,1.0,1.0,5.0,111.0,122.0,1.0,1
35217,1,15.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,111.0,2.0,1
35218,0,10.0,1122.0,126.0,1.0,1.0,1.0,3.0,120.0,139.0,2.0,1
35219,1,8.0,1121.0,112.0,1.0,1.0,1.0,5.0,111.0,111.0,2.0,1
35220,0,7.0,1220.0,111.0,1.0,1.0,1.0,5.0,111.0,137.0,1.0,1
35221,0,7.0,1122.0,112.0,1.0,1.0,1.0,1.0,111.0,111.0,2.0,0
35222,1,10.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,1
35223,1,8.0,1210.0,111.0,1.0,1.0,1.0,5.0,111.0,131.0,1.0,0
35224,1,8.0,1220.0,111.0,1.0,1.0,1.0,3.0,111.0,137.0,1.0,0
35225,0,11.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,138.0,2.0,0
35226,1,11.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,137.0,2.0,1
35227,1,11.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,122.0,2.0,1
35228,0,10.0,1122.0,125.0,1.0,1.0,1.0,3.0,111.0,135.0,2.0,0
35229,1,11.0,1122.0,114.0,1.0,1.0,1.0,0.0,111.0,135.0,2.0,1
35230,1,10.0,1131.0,114.0,1.0,1.0,1.0,2.0,111.0,138.0,2.0,0
35231,0,10.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,1
35232,1,8.0,1122.0,113.0,1.0,1.0,1.0,1.0,111.0,133.0,2.0,0
35233,0,6.0,1220.0,111.0,1.0,1.0,1.0,5.0,111.0,135.0,1.0,0
35234,0,9.0,1210.0,111.0,1.0,1.0,1.0,2.0,111.0,138.0,1.0,0
35235,1,10.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,134.0,2.0,1
35236,0,11.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,138.0,2.0,0
35237,0,9.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,132.0,2.0,1
35238,0,11.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,0
35239,0,10.0,1210.0,112.0,1.0,1.0,1.0,3.0,111.0,131.0,4.0,0
35240,0,9.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,133.0,2.0,0
35241,0,11.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
35242,1,4.0,1110.0,126.0,1.0,1.0,1.0,0.0,111.0,131.0,1.0,0
35243,0,10.0,1131.0,111.0,1.0,1.0,1.0,3.0,111.0,138.0,2.0,0
35244,0,9.0,1131.0,113.0,1.0,1.0,1.0,2.0,111.0,135.0,4.0,0
35245,0,4.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
35246,1,9.0,1132.0,113.0,1.0,1.0,1.0,3.0,111.0,135.0,1.0,1
35247,0,8.0,1122.0,111.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,0
35248,0,7.0,1122.0,114.0,1.0,1.0,1.0,1.0,111.0,133.0,2.0,0
35249,1,10.0,1210.0,111.0,1.0,1.0,1.0,3.0,111.0,135.0,1.0,1
35250,1,9.0,1210.0,111.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
35251,1,5.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,122.0,2.0,1
35252,1,13.0,1122.0,125.0,1.0,1.0,1.0,0.0,111.0,139.0,2.0,0
35253,1,4.0,1122.0,113.0,1.0,1.0,1.0,0.0,111.0,131.0,2.0,0
35254,0,12.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,1
35255,0,6.0,1140.0,113.0,1.0,1.0,1.0,1.0,111.0,135.0,2.0,0
35256,0,4.0,1132.0,112.0,1.0,1.0,1.0,5.0,111.0,131.0,1.0,1
35257,1,9.0,1140.0,111.0,1.0,1.0,1.0,3.0,111.0,137.0,1.0,0
35258,1,11.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,122.0,2.0,1
35259,1,7.0,1110.0,125.0,1.0,1.0,1.0,3.0,111.0,136.0,1.0,0
35260,0,8.0,1210.0,114.0,1.0,1.0,1.0,2.0,111.0,111.0,2.0,0
35261,1,7.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,111.0,2.0,1
35262,1,8.0,1121.0,113.0,1.0,1.0,1.0,3.0,120.0,111.0,2.0,1
35263,1,15.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,111.0,2.0,0
35264,1,8.0,1122.0,113.0,1.0,1.0,1.0,2.0,111.0,131.0,2.0,0
35265,1,4.0,1122.0,112.0,1.0,3.0,1.0,5.0,111.0,131.0,2.0,1
35266,0,7.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,0
35267,0,10.0,1132.0,111.0,1.0,1.0,1.0,0.0,111.0,136.0,2.0,0
35268,0,12.0,1122.0,126.0,1.0,1.0,1.0,2.0,111.0,136.0,2.0,0
35269,0,15.0,1122.0,125.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,1
35270,1,15.0,1122.0,114.0,1.0,1.0,1.0,3.0,120.0,131.0,2.0,1
35271,1,9.0,1122.0,126.0,1.0,1.0,1.0,4.0,111.0,134.0,2.0,1
35272,0,11.0,1132.0,111.0,1.0,1.0,1.0,3.0,111.0,132.0,4.0,0
35273,0,10.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,138.0,2.0,1
35274,1,6.0,1110.0,114.0,1.0,1.0,1.0,4.0,111.0,132.0,1.0,0
35275,0,6.0,1122.0,126.0,1.0,1.0,1.0,4.0,120.0,135.0,2.0,1
35276,1,6.0,1110.0,111.0,1.0,1.0,1.0,2.0,111.0,111.0,2.0,0
35277,0,9.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,137.0,2.0,0
35278,1,11.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,0
35279,1,15.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
35280,0,6.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,134.0,1.0,0
35281,0,9.0,1122.0,113.0,1.0,1.0,1.0,2.0,111.0,132.0,2.0,0
35282,0,8.0,1122.0,125.0,1.0,1.0,1.0,5.0,111.0,138.0,2.0,1
35283,1,5.0,1210.0,111.0,1.0,1.0,1.0,5.0,111.0,124.0,1.0,1
35284,1,8.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
35285,0,12.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,137.0,2.0,0
35286,0,11.0,1131.0,111.0,1.0,1.0,1.0,3.0,111.0,135.0,2.0,1
35287,1,8.0,1122.0,113.0,1.0,1.0,1.0,2.0,111.0,111.0,2.0,1
35288,1,10.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,132.0,2.0,1
35289,1,15.0,1122.0,125.0,1.0,1.0,1.0,1.0,111.0,138.0,2.0,1
35290,0,10.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,135.0,2.0,0
35291,1,4.0,1140.0,111.0,1.0,1.0,1.0,3.0,111.0,135.0,1.0,1
35292,1,6.0,1122.0,126.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,1
35293,1,4.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,131.0,1.0,0
35294,0,4.0,1122.0,112.0,1.0,1.0,1.0,3.0,111.0,135.0,1.0,0
35295,1,15.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,134.0,2.0,1
35296,1,15.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,137.0,2.0,1
35297,1,10.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,133.0,2.0,1
35298,1,6.0,1122.0,113.0,1.0,1.0,1.0,5.0,120.0,131.0,1.0,0
35299,1,11.0,1122.0,111.0,1.0,1.0,1.0,5.0,111.0,139.0,1.0,1
35300,1,15.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,122.0,2.0,1
35301,0,8.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,135.0,2.0,1
35302,1,15.0,1131.0,113.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
35303,0,9.0,1122.0,112.0,1.0,1.0,1.0,0.0,111.0,135.0,2.0,0
35304,0,7.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,135.0,2.0,1
35305,0,5.0,1122.0,114.0,1.0,1.0,1.0,0.0,111.0,131.0,2.0,0
35306,1,12.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,111.0,2.0,1
35307,1,8.0,1122.0,125.0,1.0,1.0,1.0,5.0,111.0,132.0,2.0,1
35308,1,12.0,1210.0,112.0,1.0,1.0,1.0,5.0,120.0,132.0,1.0,1
35309,1,12.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,132.0,2.0,0
35310,0,4.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,131.0,1.0,0
35311,1,5.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
35312,1,10.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,0
35313,1,10.855992,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,122.0,2.0,1
35314,0,9.0,1122.0,126.0,1.0,1.0,1.0,3.0,111.0,137.0,2.0,0
35315,1,4.0,1140.0,111.0,1.0,1.0,1.0,3.0,111.0,138.0,1.0,1
35316,1,8.0,1121.0,114.0,1.0,1.0,1.0,3.0,111.0,133.0,2.0,1
35317,1,11.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,137.0,2.0,1
35318,0,9.0,1122.0,113.0,1.0,1.0,1.0,2.0,111.0,139.0,2.0,0
35319,0,8.490527,1131.0,111.0,1.0,1.0,1.0,3.0,111.0,138.0,2.0,0
35320,0,4.0,1122.0,111.0,1.0,1.0,1.0,5.0,111.0,137.0,2.0,1
35321,0,4.0,1110.0,111.0,1.0,1.0,1.0,2.0,111.0,135.0,1.0,0
35322,0,7.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,1
35323,0,7.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,131.0,1.0,1
35324,1,10.0,1122.0,126.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,1
35325,0,7.0,1121.0,113.0,1.0,1.0,1.0,0.0,111.0,122.0,2.0,0
35326,0,10.0,1210.0,111.0,1.0,1.0,1.0,3.0,111.0,135.0,1.0,0
35327,1,7.0,1131.0,113.0,1.0,1.0,1.0,5.0,111.0,135.0,1.0,0
35328,1,10.0,1121.0,113.0,1.0,1.0,1.0,3.0,120.0,132.0,2.0,1
35329,0,11.0,1122.0,111.0,1.0,1.0,1.0,3.0,111.0,137.0,4.0,0
35330,0,4.0,1122.0,112.0,1.0,1.0,1.0,5.0,111.0,131.0,2.0,1
35331,0,11.0,1122.0,112.0,1.0,1.0,1.0,0.0,111.0,139.0,2.0,0
35332,1,4.0,1110.0,114.0,1.0,1.0,1.0,2.0,111.0,132.0,1.0,0
35333,1,4.0,1121.0,114.0,1.0,1.0,1.0,2.0,112.0,133.0,1.0,0
35334,0,9.0,1122.0,125.0,1.0,1.0,1.0,3.0,120.0,132.0,2.0,1
35335,0,9.0,1131.0,112.0,1.0,1.0,3.0,0.0,111.0,133.0,4.0,0
35336,1,6.0,1210.0,111.0,1.0,1.0,1.0,2.0,111.0,137.0,1.0,1
35337,0,10.0,1210.0,111.0,1.0,1.0,1.0,3.0,111.0,138.0,2.0,0
35338,0,4.0,1122.0,114.0,2.0,1.0,1.0,2.0,120.0,131.0,1.0,0
35339,1,6.0,1210.0,111.0,1.0,1.0,1.0,5.0,111.0,135.0,1.0,1
35340,1,10.0,1210.0,113.0,1.0,1.0,1.0,2.0,111.0,132.0,4.0,0
35341,1,6.0,1110.0,126.0,1.0,1.0,1.0,5.0,111.0,124.0,1.0,0
35342,0,7.0,1122.0,113.0,1.0,1.0,1.0,3.0,111.0,131.0,1.0,0
35343,0,5.0,1110.0,112.0,1.0,1.0,1.0,3.0,111.0,124.0,2.0,0
35344,1,4.0,1131.0,114.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,1
35345,1,15.0,1122.0,111.0,1.0,1.0,1.0,5.0,111.0,139.0,1.0,0
35346,0,10.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,137.0,2.0,1
35347,1,13.0,1122.0,113.0,1.0,1.0,1.0,5.0,111.0,132.0,2.0,0
35348,0,7.0,1122.0,113.0,1.0,1.0,1.0,0.0,111.0,131.0,2.0,0
35349,0,15.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,138.0,2.0,0
35350,1,4.0,1131.0,113.0,1.0,1.0,1.0,4.0,111.0,133.0,1.0,1
35351,1,8.0,1131.0,113.0,1.0,1.0,1.0,2.0,111.0,136.0,2.0,0
35352,1,15.0,1122.0,114.0,1.0,1.0,1.0,3.0,111.0,131.0,2.0,1
35353,1,7.0,1122.0,114.0,1.0,1.0,1.0,2.0,111.0,135.0,1.0,1
35354,1,11.0,1122.0,114.0,1.0,1.0,1.0,4.0,111.0,135.0,2.0,0
35355,1,9.0,1122.0,114.0,1.0,1.0,1.0,5.0,111.0,111.0,2.0,1
35356,0,4.0,1121.0729,114.0,1.0,1.0,1.0,0.0,111.0,124.0,1.0,0
35357,1,7.0,1210.0,111.0,1.0,1.0,1.0,2.0,111.0,135.0,1.0,1
35358,1,10.0,1131.0,114.0,1.0,1.0,1.0,3.0,111.0,133.0,2.0,1
35359,0,4.0,1110.0,114.0,1.0,1.0,1.0,3.0,111.0,131.0,1.0,0
35360,0,5.0,1110.0,111.0,1.0,1.0,1.0,2.0,111.0,122.0,2.0,0
35361,0,6.0,1176.0676,113.0,1.0,1.0,1.0,5.0,111.0,138.0,1.0,1
35362,1,8.0,1140.0,113.0,1.0,1.0,1.0,5.0,111.0,111.0,2.0,1
35363,1,9.0,1121.0,112.0,1.0,1.0,1.0,5.0,111.0,139.0,2.0,1
35364,1,10.0,1122.0,114.0,1.0,1.0,1.0,5.0,120.0,131.0,2.0,1
