LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY0,PAY2,PAY3,PAY4,PAY5,PAY6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,class-label
19137,1,2,2,1,0,0,0,0,2,0,10292,15083,21889,7929,11876,1851,1543,3659,169,250,1099,322,0
188893,1,1,2,1,-1,-1,-1,-1,-1,0,-642,1488,-796,2275,-656,-1319,0,1596,483,0,1500,272,0
71084,0,1,2,1,1,2,3,2,2,2,-1951,34156,89300,1592,20331,18713,0,1382,0,0,0,0,1
47363,0,2,1,0,0,0,0,2,2,0,5686,33408,23343,1522,4389,21990,64,1003,1244,399,1415,243,1
370985,0,4,1,1,1,-2,-2,-2,-2,-2,4852,-1390,1084,1066,672,2116,915,2191,4399,10711,4210,6848,0
203604,0,3,1,1,-1,-1,-1,0,0,0,-1644,626,2929,15902,23308,11617,636,14539,92,1914,420,754,0
157679,0,1,2,0,2,0,0,0,0,2,72283,46861,43898,45338,1984,94050,3912,935,409,503,749,65,0
91716,0,2,1,1,0,0,0,0,-1,-1,23835,16756,1915,1686,379,21259,133,2070,1757,897,2508,2827,0
232958,0,1,1,1,2,2,2,2,0,0,95870,90747,250289,95029,75653,104150,2254,2815,3091,3732,2879,2549,1
49635,0,1,2,0,-2,-2,-2,-2,-2,-2,-3825,-669,-578,-979,-2376,-27,0,308,960,0,0,0,0
76745,0,2,3,0,0,0,0,0,2,0,65545,31520,50544,25785,33150,49765,4415,2374,1066,49,2807,2151,0
342773,1,1,2,1,-1,-1,-1,-1,-1,-1,-1218,-836,-106,423,-1334,-1082,5602,881,1507,325,9250,1947,0
49225,1,2,1,1,-2,-2,-2,-2,-2,-2,-126,20144,7735,1716,-1298,5217,0,0,938,736,1196,0,0
77083,0,1,1,1,-2,-2,-2,-2,-2,-2,8080,348,1510,2514,-1383,-873,1346,1818,715,308,1363,355,0
114276,0,1,1,1,-2,2,-1,-1,0,0,67827,35640,49747,57365,84832,40841,1098,3941,3775,1122,88398,47492,0
209600,0,3,0,1,-1,-1,-2,-1,-1,-1,588,768,502,2774,1016,14885,1679,8041,4490,1446,5760,4217,0
93455,0,6,2,0,0,0,0,0,0,0,151423,153537,136678,132764,159425,47871,2125,12870,1774,4363,6123,2979,0
62145,0,2,1,1,0,0,-1,-1,0,-1,12963,31260,100369,31136,44896,46135,965,28313,4592,35869,5496,4801,0
48581,0,1,1,0,-2,-2,-2,-2,-2,-2,-2432,-1671,-1972,-256,-3306,-761,1314,0,0,0,67,0,0
90342,1,2,2,1,1,2,-1,-1,0,0,-570,-343,483,1514,16170,7937,0,1677,3988,38,2250,305,0
70848,1,3,2,1,0,0,0,0,0,0,45357,47229,18089,31053,14040,36456,1991,1231,1424,504,1667,463,0
33996,1,1,2,1,-1,-1,2,-1,2,0,8867,13578,38585,43641,23386,26948,2245,992,524,771,646,210,1
75937,1,1,3,1,0,-1,-1,0,0,0,2859,1404,17103,14703,845,1420,1735,928,1285,72,566,0,0
67112,0,2,0,1,0,0,0,0,0,0,51206,116457,34180,47793,48336,52770,65,4849,1141,2429,3106,1694,0
36837,1,1,2,1,0,0,0,0,0,0,19428,15643,16248,3843,13405,16531,982,1082,677,417,1732,3090,0
27969,0,2,3,1,2,2,3,2,2,2,19650,48207,11589,625,840,49317,1032,846,0,0,0,0,1
107932,0,6,2,1,0,0,0,0,0,0,6361,16608,17820,17381,2086,-265,1155,830,1229,637,1372,386,0
35372,1,2,2,1,0,0,0,0,0,0,11426,14237,64082,3227,14848,47461,1930,2012,1302,1501,1184,858,0
99397,0,2,2,1,0,0,0,0,0,0,17649,38965,51080,7301,7393,20649,1368,2628,759,1727,1482,3170,0
47049,1,1,2,1,2,2,2,2,2,2,25150,26448,42491,47425,27609,41268,933,740,954,0,5543,1126,1
164636,0,1,1,1,-1,-1,2,2,2,2,78858,37490,169303,148710,87343,88057,3646,1271,1104,1612,13072,6197,0
206470,1,1,2,1,1,-1,-1,-2,-2,-2,2452,111,-342,1676,2710,660,558,1235,0,0,0,100,0
115859,0,3,1,1,0,0,0,0,0,2,69013,81745,132708,90939,54181,5736,2044,2265,1333,4023,64,592,0
62462,1,1,2,1,0,0,0,0,0,0,38647,28531,27396,-2815,18644,48,1749,1867,1758,0,0,0,1
72117,1,1,1,1,0,0,0,0,-1,0,12288,13956,8862,149,-50,11141,1749,1723,753,350,1875,90,0
277316,0,1,2,1,1,0,0,0,0,0,342859,138415,392551,320531,314097,227798,9448,25457,13580,12156,76386,5669,0
155661,0,1,2,1,0,0,0,0,0,-1,9606,19092,159176,20137,14862,12771,8639,9956,20005,4895,5668,5609,1
265788,0,1,1,1,0,0,0,0,0,0,303518,219835,188479,204633,195180,223520,9016,13120,9945,5094,3781,7743,1
150998,1,2,2,1,0,0,0,0,0,-1,40927,38341,126811,62093,42118,2866,7128,5242,3524,876,2537,6197,1
10000,0,2,3,1,2,0,0,2,2,2,16521,10890,-937,13051,577,-1067,0,1328,2866,0,0,207,1
399355,0,2,1,1,0,-1,-1,-1,-2,-2,6528,2811,679,3370,-269,-210,17535,1067,221,8,1119,0,1
255062,1,2,2,1,0,0,0,2,2,2,147092,110290,138134,240164,248330,76655,31826,8874,3929,5922,10720,6115,0
76169,1,3,1,1,0,0,0,0,-2,-2,11257,12481,23931,19099,69,1261,1185,6974,2315,0,0,698,0
209581,0,1,2,0,-2,-2,-2,-2,-2,-2,1870,-94,91,3586,-334,5273,3767,505,1305,62245,6005,14315,0
173212,1,1,2,1,1,0,0,0,0,0,295178,43835,91232,114199,70590,69311,2753,48569,3457,1805,2655,40783,0
89337,1,3,3,1,1,-2,-1,-1,0,0,-763,256,-1176,2565,-23,923,0,1118,1143,0,176,83,0
174305,0,2,2,1,0,0,0,-1,-1,-1,4294,950,432,8661,-775,14999,678,303,580,832,1446,4589,0
181086,1,2,2,1,0,0,0,0,0,0,73882,70136,38811,99471,72084,121436,63644,12465,2283,1796,2154,181,0
183364,1,1,2,1,0,0,0,0,0,0,36742,51727,58988,30656,31571,40006,2272,1242,910,16510,62417,625,0
174682,0,1,2,0,-1,-2,-1,0,0,0,1853,299,2107,-557,1263,507,0,128,929,0,144,515,0
491351,1,5,2,1,0,0,0,0,0,0,74800,260766,383201,300635,75369,2783,11943,10660,557,340,47,137,1
323849,1,3,2,1,-1,-2,-1,0,0,0,-5,2562,11416,26282,13239,895,61258,3606,52030,1101,1660,359,0
37812,0,2,3,1,0,0,0,0,0,0,13152,27247,58383,32020,39550,61482,2345,1537,1592,907,916,1565,0
348881,1,1,2,0,1,-2,-2,-2,-2,-2,1319,1327,1236,2662,2890,-889,1150,153,1695,2132,325,0,0
72412,1,2,3,1,0,0,0,0,0,0,152522,159098,126308,88605,76019,75942,4154,2675,3211,2943,1531,6545,0
364217,1,5,2,1,0,0,0,0,0,0,251430,512161,387098,406022,413564,357575,6562,6886,16094,292,8572,16113,0
42026,1,2,2,0,0,0,0,0,0,0,18731,22222,15213,6662,1732,254,2755,2914,1116,560,1408,0,0
111985,1,2,2,1,0,0,0,0,0,0,12861,18595,39127,30885,4713,41704,2504,1674,1189,868,754,416,0
56371,0,1,2,1,-1,-1,-1,-1,-1,-1,-1524,17708,997,20316,-716,542,1414,0,97,1399,6751,0,1
84262,0,2,2,1,3,2,2,0,0,0,8502,413,38284,785,1941,-285,1369,1339,522,239,1100,683,0
87033,1,2,0,1,-1,-1,-1,-1,-1,0,7662,1199,13854,38389,22201,13561,1949,9090,560,6166,4371,0,0
93958,1,1,1,1,0,0,0,0,0,0,16474,1623,12222,9194,13340,28888,772,9637,1283,1576,1895,3602,0
100739,1,5,1,1,2,0,0,0,0,0,48572,41848,55842,56613,51079,38306,1827,4606,4322,327,2067,245,0
266032,0,1,1,1,-1,-1,-1,2,-1,-1,98300,143210,128465,72626,139346,88729,8599,9155,1165,8641,235,389,0
209485,0,1,1,1,-2,-2,-2,-2,-2,-2,967,855,1852,2596,488,6179,850,532,3035,35805,7157,5349,0
199865,0,1,2,1,-1,-1,-1,-1,-2,-1,-3191,253,895,2245,3,3838,1382,1015,19568,0,5070,39,0
367859,1,0,1,1,-2,-2,-2,-2,-2,-2,-484,6252,893,1192,1011,-630,0,13568,1162,3750,1118,20,0
199035,1,4,1,1,-1,-1,-1,-1,0,0,-1694,1587,3068,10981,-896,-280,1395,9869,25518,0,32,3434,0
250375,1,2,1,1,1,-2,-2,-1,-1,0,-576,398,22479,1637,28087,14658,0,1467,2763,3913,6612,1038,0
39901,1,2,2,1,2,-2,3,-2,-2,-2,12675,39460,-1497,2850,843,-994,0,0,0,0,7,0,1
40160,0,2,1,1,2,0,0,0,0,0,17947,18258,20270,14901,24111,29801,1225,3690,2124,549,1915,3173,1
132024,1,1,1,1,-1,-1,-1,-1,-1,-2,2541,1079,-618,1814,1797,305,4886,7579,1747,363,0,17,0
508470,1,2,2,1,0,0,-1,0,0,0,330489,100695,110854,86344,29115,96731,20444,7653,49485,1648,28445,1990,0
72734,1,2,2,1,1,-1,-2,-2,-1,-1,-3061,-846,1507,733,2847,-76,0,3386,1088,7343,66,461,0
77182,1,1,2,1,-1,-1,-1,-1,-1,-1,-2036,336,-1497,2125,717,114,570,193,377,1591,0,25,1
400228,1,1,1,1,1,-2,-1,2,-1,0,5424,16901,22316,14508,38894,12085,15472,107708,18021,1301,4851,10301,1
41647,1,3,2,0,0,0,0,0,-1,-2,3012,11161,1393,1718,647,1275,6203,1245,988,204,0,1663,0
63632,1,1,2,1,0,0,0,2,0,0,2137,13177,12601,20401,8355,487,0,3767,1779,700,442,662,0
144404,1,3,0,1,-1,-1,-1,-1,-2,-2,-684,-401,-1983,898,449,1707,140,0,532,0,368,102,0
112111,1,2,2,1,2,2,0,0,0,0,13858,47272,998,15023,987,1124,336,1863,4104,799,79,23,1
129822,0,2,1,1,0,0,0,0,0,0,135753,169614,144476,96740,122790,130986,1396,4116,3137,2769,3542,3101,1
286222,1,6,1,1,-1,0,0,0,-2,-2,8722,42076,1516,14097,-254,-228,7834,7746,169,0,124,1167,0
81319,0,3,2,1,-1,-1,-1,-1,-1,-1,-3051,394,-1421,1035,1249,194,0,1009,265,422,5466,701,0
42396,1,1,1,1,1,-1,-1,0,0,0,1488,17899,7528,16091,10794,2436,0,581,2347,480,10845,242,0
466796,1,2,2,1,0,0,0,0,0,0,226774,144862,171610,109455,112649,92988,4115,9738,3675,4832,5222,37567,0
103786,1,2,2,1,0,0,0,0,0,0,51584,40976,33365,33009,49000,35608,1219,1695,1067,2419,438,2510,0
18781,1,1,2,1,0,0,0,0,0,0,14835,12689,20012,13227,12573,1883,1780,1588,880,105,1278,0,0
38119,0,2,1,1,0,0,0,-1,-1,-1,11639,10244,19916,25524,854,14903,2016,6028,1452,0,1431,2706,1
48559,0,2,1,1,0,0,0,0,0,0,20673,29343,45987,55490,1818,26618,899,2795,963,2159,2184,556,0
15491,0,2,2,1,0,0,2,2,2,2,19972,50834,196263,19564,36642,59468,8058,56,2506,3302,8159,3084,1
209031,0,1,2,1,1,-2,-2,-2,0,-2,68151,100,10823,14354,77746,9390,0,1391,4017,669,5177,558,0
300799,0,2,1,1,0,0,0,0,0,0,117864,143709,211522,196915,137987,165563,11900,11628,4381,1192,5786,7749,0
125115,1,1,1,0,-1,-1,-1,-1,-2,-2,-308,-446,3776,3911,435,-926,1871,1544,3171,702,7746,530,0
96322,0,2,2,1,0,0,-1,-1,-2,-2,1878,2796,-1013,3830,2758,721,1113,536,547,367,952,384,0
50080,0,5,3,1,0,0,0,0,0,0,78404,61373,122780,50150,118117,217983,1344,2018,3714,252,5276,656,0
156223,1,2,2,1,2,0,0,0,0,0,208230,354686,204036,55422,85511,357884,1642,2232,14972,5968,12410,7570,0
176366,1,2,2,1,0,0,0,0,0,0,111423,118722,98781,88900,71867,77949,56617,4103,68464,3663,79999,39041,0
64170,1,2,2,1,0,0,0,0,0,0,4119,20509,22038,11622,15898,43307,2565,2687,1277,1254,26279,13597,0
135997,1,2,2,1,0,0,0,0,0,0,229330,237191,239169,144099,201727,206228,21129,95966,118923,6568,5198,7427,0
207089,0,1,2,1,0,0,0,0,0,0,158616,109214,173602,80303,63177,79223,7659,11858,4619,8474,4010,1658,0
69541,0,1,2,1,-1,-1,-1,-1,0,0,19736,14429,6787,11908,3763,14801,14057,2322,14069,11757,12743,369,0
71833,1,2,2,0,0,0,0,0,2,0,3945,35321,36823,18331,1101,1198,1698,7593,3947,0,682,0,0
270338,1,1,1,1,-1,-1,-1,-1,-1,0,399,-942,13540,13400,488,4975,13914,438,19411,1340,1580,15496,0
92552,1,2,1,1,-2,-2,-2,-2,-2,-2,-1580,-791,-1020,2384,432,-855,1218,1331,627,0,200,0,0
306869,1,2,2,1,2,-2,-2,-2,-2,-1,2839,305,165,3964,1524,520,0,0,817,793,1477,228,1
265608,1,1,2,1,0,0,0,2,-1,2,94869,73076,156314,37519,98739,12556,9055,1505,8096,3276,228,2003,0
41753,0,3,0,1,-1,0,-1,-1,0,0,21732,24402,16682,20538,26901,16110,4965,3739,1363,1118,800,382,0
205124,0,1,1,1,-1,-1,-1,-1,-1,0,199852,10702,33024,12612,20153,10002,827,5939,4049,2769,5649,7222,0
77693,1,2,2,1,0,0,0,0,0,0,6425,2961,2598,21581,1624,1538,71,679,618,0,1382,392,0
35030,1,3,2,1,2,2,0,0,0,0,10234,16079,11244,4049,-834,-1259,478,2036,1495,230,845,0,1
52636,0,2,1,1,0,0,0,0,0,0,15419,57728,16702,23099,11781,13554,2325,2165,1229,587,0,569,0
47094,0,2,1,1,0,0,0,0,0,0,89335,88316,64971,65956,53438,40821,5919,957,1462,2174,1578,3867,0
117064,1,2,2,1,-2,-2,-2,-2,-2,-2,723,-772,-1770,1161,-592,17106,12157,851,55541,613,2062,7006,0
73105,1,2,2,1,0,0,0,0,0,0,143401,136107,163541,37101,56896,31399,5143,5561,4180,3759,3920,5300,0
35413,1,6,2,1,0,0,0,0,0,0,46209,60497,43658,18951,32552,37169,1429,2201,2473,478,595,2602,0
321350,0,1,2,1,0,0,0,0,0,0,294892,165342,423036,511025,173885,209461,17736,7052,10306,4758,5826,4478,0
94554,1,3,0,1,0,0,0,0,0,0,89452,36729,47314,37049,22527,70229,1045,1937,654,0,1331,2060,0
212019,0,1,2,0,-2,-2,-2,-2,-2,-2,5778,647,-233,23485,-320,-1511,3169,420,540,457,210,758,0
23512,1,1,2,1,-1,-1,-1,-1,0,-1,718,-1105,19375,15334,14177,5370,0,0,1094,744,3606,0,0
23384,0,2,2,1,1,-1,2,2,2,0,7599,26680,13236,27986,4394,1544,179,0,393,0,1220,26,0
103909,0,3,2,1,2,0,2,0,0,2,40462,61531,52252,47296,49310,52336,1022,4031,1496,455,3644,1608,1
105103,1,1,1,1,1,-2,-2,-2,-2,-2,-1977,-1413,-2144,-1029,-623,144,0,6,0,325,1191,0,0
25051,1,2,2,1,0,0,0,0,0,0,13792,27349,58491,11403,13747,16241,1816,2540,1095,26,1947,581,0
12048,1,3,1,1,2,0,2,2,2,2,16999,29143,11432,14715,17009,49221,1607,0,1173,0,1481,627,0
471675,0,2,1,1,0,0,0,0,0,0,221402,191867,179003,328576,289986,197423,23064,14622,7934,2619,8133,5844,1
174999,0,3,3,1,0,0,0,0,0,0,123353,119054,123661,109812,112584,159504,2814,4701,1197,3918,5791,6063,0
39783,0,3,2,1,0,0,0,0,0,0,18039,47151,13337,18562,475,18494,2218,3510,967,0,1443,783,0
96963,0,2,2,1,1,2,2,0,0,0,94739,62598,97476,73108,144120,92008,0,2477,3234,281,5706,2555,0
138599,1,2,2,1,0,0,0,0,0,0,198618,117309,140569,100199,91181,106458,17625,10285,3820,2487,1677,6024,1
121814,1,2,2,1,0,0,0,0,0,0,20007,17545,14656,20805,10538,1286,0,1352,733,2168,113,216,0
156312,0,2,2,1,0,0,0,0,0,0,96795,35429,24863,42081,31430,5655,275,1000,1302,3099,4484,225,0
101261,0,1,2,0,-2,-2,0,0,0,-2,592,54929,19196,21694,20556,23004,1961,1977,5252,1796,360,1686,0
69175,1,2,1,1,0,2,-1,0,0,0,7973,17515,11625,16634,5596,-66,134,11904,1505,509,7308,0,1
49152,0,1,2,1,-2,-2,-2,-2,-2,-2,442,-1402,675,2434,456,-867,0,0,0,681,628,0,0
186143,1,1,1,1,1,0,0,0,0,0,76721,103496,149867,124532,139727,65618,16389,14601,15481,6529,5325,13914,0
511320,1,1,1,1,-1,-1,-1,0,0,0,337538,348941,450888,80039,323949,80602,24279,41548,15793,13976,78620,14889,0
187887,1,2,2,1,0,0,0,0,0,0,130776,147429,135100,86526,143764,95684,7435,6377,3659,6664,3619,7055,0
347648,1,1,1,1,-2,-2,-2,-2,-2,-2,8073,-1077,-265,2470,734,-1388,958,0,3807,4,0,0,0
55302,0,2,1,1,-1,2,0,0,0,0,1824,562,55,9921,-383,-70,0,2442,965,0,107,0,1
185020,1,2,2,1,1,-2,-2,-2,-2,-2,-1529,5262,-1291,-59,-223,1744,769,0,2531,0,0,307,0
50236,0,2,2,1,2,2,2,2,2,2,51002,33210,33375,30937,19422,103651,0,1690,1086,35,2255,180,1
11292,1,3,2,1,2,2,2,3,2,2,51303,45020,47694,38682,37326,47116,656,818,479,318,969,1021,1
75314,0,2,2,1,1,2,2,2,2,2,128169,106896,146584,105573,59846,90072,1143,8290,3554,3000,2608,1679,1
96389,0,1,1,1,-1,-1,-1,-1,0,-1,-917,1021,5812,929,-242,613,0,1402,158,465,1492,1039,1
262890,1,2,1,1,1,2,2,0,0,0,109146,101148,129934,142520,99048,83458,13394,11209,11636,1745,5895,8897,0
137422,0,2,2,1,0,0,0,0,0,0,62230,109656,113318,149471,141767,150263,7050,4617,5812,2965,5481,2513,0
365476,0,1,2,1,-1,-1,-1,-1,0,0,124,10025,16531,18681,11103,11711,1571,24056,19836,21282,23993,6244,0
207612,1,1,2,1,-1,-1,-1,-1,0,0,1693,11260,13924,11682,-168,-734,321,9904,0,0,204,223,0
29204,0,2,1,1,0,0,0,0,0,0,12472,2680,15172,13811,18505,15858,1549,1561,1148,2290,2283,382,0
340199,0,2,1,1,0,0,0,0,0,0,232286,137517,339682,119644,206935,101352,18377,3539,23680,8714,6951,9103,0
488138,1,2,1,1,-1,0,0,0,0,0,241319,201268,360459,43203,105616,66765,2193,9988,3396,880,6122,1984,0
141807,1,1,2,1,-2,-1,-2,-2,-2,-2,-420,1512,-558,2124,135,1594,13104,1067,4900,316,5742,1758,0
85909,0,1,1,1,2,-2,-2,-2,-2,-2,68364,41010,-168,2833,1708,301,1122,0,910,606,0,0,1
44502,1,2,1,1,2,0,0,0,2,2,14826,32312,32619,12604,15433,49752,2907,4078,65,0,1230,2259,0
126186,0,2,2,1,0,0,0,0,0,0,309473,163249,166469,130158,155955,236324,16495,17030,12950,6955,5489,10741,1
260008,1,3,1,1,-1,-1,-1,0,0,0,301306,509648,302453,354528,303574,160162,16854,3327,11822,924,4377,6994,0
137649,0,2,2,1,2,-2,-2,-1,-1,-1,3032,37106,728,2202,599,13453,355,0,5243,16440,11325,4099,1
28823,1,1,2,1,-2,-2,-2,-2,-2,-2,12665,666,-16,-1857,401,978,1046,450,611,0,2422,250,0
52429,1,1,3,1,0,0,0,0,0,2,50631,38056,62279,47439,18565,41445,4470,3061,24136,4862,7993,6434,0
182855,1,3,1,1,-1,-1,0,-1,0,-1,7197,14006,15194,18505,8541,760,11980,23734,1611,26625,13199,16880,0
142338,0,1,1,1,0,0,0,0,0,0,202455,147698,236152,89061,130172,163740,19323,12603,10995,6008,5385,9412,0
131302,1,2,2,1,0,0,0,0,0,0,30412,47394,33602,42004,19986,49343,1862,1899,2365,1271,1550,424,1
140091,1,3,1,1,0,0,0,0,0,0,67453,45456,24816,45271,52810,65741,1034,2265,1631,649,1579,2653,0
75748,1,2,1,1,0,0,0,0,0,0,10331,33994,14042,12315,3620,19218,1106,2865,1160,1449,2545,760,0
178703,0,2,2,1,0,0,0,0,0,0,37038,6288,21227,23279,42142,45045,936,0,873,1125,168,2688,0
324357,1,4,2,1,-1,-1,-1,0,0,0,75097,37571,100868,81197,29519,48390,27987,11607,9263,71777,4311,66813,0
32255,0,1,2,1,0,0,0,0,0,0,18990,30678,41912,29469,20957,44733,589,2185,2171,445,1160,2232,0
23673,0,1,2,1,0,0,2,2,2,2,159,37071,48851,34316,27031,27678,1952,669,431,935,919,448,1
238398,0,1,1,0,-1,-1,-1,-1,-1,-1,-3098,-40,-3854,15866,212,-649,78,9168,1282,821,224,495,0
352213,0,1,2,1,-1,-1,-1,-1,-1,-1,-735,3185,9209,16788,176,13065,1462,1644,20156,2844,30472,6319,0
83271,1,1,2,0,-1,-2,-2,-2,-2,-2,-593,-1030,1672,1188,1909,470,9,258,37652,563,807,703,0
59114,1,1,1,1,2,2,2,2,2,2,24119,42136,134395,132122,50886,59747,0,4086,1269,2099,1598,5336,1
274674,0,2,2,1,0,0,0,0,0,0,164365,167162,180772,128451,182706,164069,10477,10356,11621,3417,5008,5031,0
352471,1,2,2,1,0,0,0,0,0,0,275032,238661,196837,115412,196251,205474,7149,10551,8682,4694,4835,5415,0
152247,1,1,2,1,0,0,0,0,0,0,56996,74636,48338,35576,12291,-5,20980,2598,3895,1290,748,1447,0
55271,0,2,2,1,0,0,0,0,0,0,13785,34880,18056,7502,15129,10407,2532,383,335,3109,680,1979,0
104744,0,5,1,1,2,2,0,-1,-2,-2,27309,17713,-290,1502,1240,1998,611,1429,468,0,0,10,0
224726,0,1,1,1,0,0,0,0,0,0,350104,164618,249127,168977,169874,318374,18557,11117,3571,4636,13655,9931,0
125305,1,1,1,1,-1,-1,-1,-1,-1,-1,616,264,732,3055,2418,96,353,1278,1397,2667,4873,0,0
120933,0,1,1,1,-1,-1,-1,-1,-1,-1,-628,-86,-523,579,824,-631,1249,5928,1412,1450,5208,3356,0
192210,0,1,2,1,-1,-1,-1,-1,-2,-2,-2047,725,-1334,1487,-111,-374,585,360,202,210,149,202,0
63867,1,3,2,0,2,2,0,2,2,2,49870,50452,48174,48803,42012,48741,1140,2284,1292,1212,1091,1143,1
49358,0,1,2,1,0,0,0,0,0,0,14908,24700,47118,70945,5811,26989,322,840,1251,15799,452,637,0
411313,1,2,1,1,1,-2,-2,-2,0,-2,100341,68359,85303,91908,85504,64452,4033,12050,4706,1115,6283,7581,0
110691,0,2,2,1,0,0,0,0,0,0,1118,94260,15688,36436,7928,41094,2464,2271,2606,941,4686,3413,0
71886,0,1,2,1,2,2,2,2,2,2,62256,168031,158963,132823,76975,109616,2017,1965,3173,0,708,5822,1
63157,0,2,1,1,2,2,2,2,2,2,18855,40522,438,1670,750,46451,0,0,1419,3968,0,80,1
49798,0,2,1,0,-1,-1,-1,0,0,0,19277,1552,8687,13604,7842,19610,4737,1913,7586,9080,12538,5495,0
32468,0,1,1,1,0,0,0,-1,-1,2,18127,58620,2842,48007,26240,16335,1681,5133,1081,1575,1963,2540,0
112834,1,1,1,1,-1,0,0,0,0,0,103315,45692,133321,18866,25354,77923,943,8480,17368,5453,1337,954,0
95986,0,3,1,1,2,3,2,2,2,0,37183,41150,40231,50782,61464,43503,0,0,3300,1272,1428,622,1
83467,1,2,2,0,0,0,0,0,0,0,18187,2963,15725,13524,17416,1667,518,916,979,0,1424,2480,0
218588,0,2,1,1,-2,-2,-2,-2,-2,-2,1707,-193,1886,1779,606,968,18488,895,3752,93001,3859,8181,0
91961,1,2,1,1,1,0,0,0,0,0,70558,22310,41572,31767,62522,54417,1245,3884,514,1241,3301,541,1
86743,1,1,2,1,2,-2,-2,-2,-2,-2,4000,1629,-245,1171,-1072,-454,3251,0,1043,431,1074,129,1
233165,0,3,2,1,-1,-1,-1,-1,0,0,372,1114,13282,20354,14573,50561,54585,21153,51495,1594,2057,2024,0
500037,1,1,1,1,-1,-1,-1,-1,-2,-2,104,359,15976,3452,1442,361,1220,5398,2145,121,3843,1825,0
74350,1,2,2,1,-1,-1,-1,-1,-1,-1,2396,1813,1516,285,-168,1492,0,0,94,0,86,0,1
15631,1,1,1,1,0,0,0,0,0,0,18210,42561,51223,32462,14613,36394,4344,2843,712,1220,3407,424,1
79452,0,1,2,1,0,0,0,0,0,0,7752,64889,25796,22553,19449,20428,2831,3510,1570,1687,7012,501,0
273827,1,0,2,1,-1,-1,-1,-1,-1,-1,272,119,2009,3157,-886,-1459,3058,51098,19008,21414,6450,90533,0
286559,1,1,3,1,0,0,0,0,0,0,289355,150056,149587,111277,128778,208543,6904,4060,5362,1748,7502,3120,0
491441,1,3,2,1,-2,-2,-2,-2,-2,-2,10039,966,820,2992,1653,-1895,9942,2045,1969,367,2827,488,0
39926,0,2,2,0,0,0,0,0,0,0,15452,28507,18521,12567,22890,11452,841,1061,366,654,294,369,0
125564,1,2,2,1,0,0,2,2,2,2,150250,352778,287702,170645,158260,182185,9011,11248,6765,6042,311,4596,0
59405,0,1,1,1,2,3,2,2,2,2,57272,35006,20241,18179,44705,46588,0,0,2234,12404,4429,5924,0
57969,1,3,3,1,0,0,0,0,0,0,30572,21271,30683,43657,41911,18994,3688,5099,616,0,1337,4050,0
19928,0,2,2,0,0,0,0,0,0,0,15738,16880,13305,11709,20361,31306,3198,2602,24,2283,3670,8200,0
195554,1,1,1,1,-1,-1,-1,-1,-1,-1,-1107,3157,14450,2037,-1601,-347,1616,10755,7027,201,5068,6224,0
82928,0,4,2,1,0,0,0,0,0,0,12854,39895,56646,45989,60946,41768,3575,4781,1424,2209,1580,3098,0
15927,1,1,2,1,-1,-1,-1,-1,-1,-1,106,1993,80,720,-392,908,1362,0,221,1392,269,459,0
276941,1,1,1,1,-2,-2,-2,-2,-2,-2,226,228,-1674,339,-1597,-804,33,1701,497,0,1108,67,1
78053,1,2,2,1,0,0,-1,-1,-2,-2,16685,692,1634,2713,1518,-1827,465,1699,1580,445,42,0,0
359643,0,1,2,1,0,0,0,0,0,0,216827,135063,156605,111785,45718,110055,8746,5231,2700,11206,5119,8576,1
31014,0,2,1,1,2,2,2,2,0,0,19359,1185,6189,10699,222,7690,0,680,639,296,0,299,1
14087,1,2,2,1,2,2,2,2,2,2,12663,39627,16735,24044,35510,23329,651,163,0,675,2229,366,1
50516,0,2,1,1,-1,-1,-1,-1,-1,-1,508,-675,-624,1597,-1840,-2030,0,0,1129,0,1383,277,0
238402,0,1,2,0,0,-1,-1,-1,0,0,43598,89934,96213,99826,57934,82007,4157,31259,22437,3938,84286,48395,0
55116,1,2,2,1,0,0,0,0,0,0,50491,23845,56795,6085,3003,32870,2646,2881,949,1224,1715,2879,0
356623,1,1,2,1,-1,2,-1,0,0,0,12637,219947,17865,15229,8161,1966,1072,6088,14762,758,29,4868,1
356663,1,1,2,1,-2,-2,-2,-2,-2,-2,2323,-349,-1263,1641,-277,151,12188,304,2288,105,0,1,0
66833,0,2,3,1,0,0,0,0,0,0,135169,46831,47591,41460,52399,61632,1287,2663,767,360,1099,2377,0
10000,1,2,2,0,-1,-1,2,-1,0,0,4900,1504,15582,234,-590,-490,360,1033,308,0,229,0,0
304988,0,2,1,1,1,0,0,0,0,0,76726,40973,62547,44530,124678,68093,2104,11987,5358,1733,5178,8625,0
290950,0,1,2,1,-1,-1,-1,-1,-1,0,-868,2212,15743,18772,8978,892,1464,22490,89772,2006,21827,236,0
180806,0,1,2,0,-1,-1,-1,-2,-2,-2,161,2394,2715,3364,2538,-933,935,1234,3049,0,1583,15,0
294041,1,0,2,1,-1,-1,-1,-1,-1,-1,-2401,4421,26181,25784,17764,-304,10562,61343,54609,16580,1723,11392,0
13146,0,3,1,1,2,0,0,2,2,0,-432,58780,1490,16961,12687,12582,1072,1637,948,449,890,0,1
