checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,numner-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
no account,4,existing credits paid back duly till now,radio/television,2942,500 <= < 1000 DM,>=7 years,4,none,1,real estate,0,none,own,1,skilled employee / official,2,none,yes,1,divorced/separated,1
<0 DM,10,all credits at this bank paid back duly,furniture/equipment,783,<100 DM,unemployed,3,none,2,unknown / no property,1,none,own,1,skilled employee / official,2,none,yes,1,divorced/separated,1
no account,20,critical account,car (new),1845,<100 DM,1<= < 4 years,2,none,3,real estate,0,bank,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,10,critical account,furniture/equipment,1081,100 <= <500 DM,<1 years,1,none,4,car or other,0,none,own,1,management/ highly qualified employee,2,yes,yes,0,divorced/separated,1
0 <= <200 DM,21,existing credits paid back duly till now,radio/television,250,<100 DM,<1 years,2,none,2,savings agreement/life insurance,0,none,rent,1,skilled employee / official,2,yes,yes,1,divorced/separated,1
no account,28,no credits taken,others,735,<100 DM,unemployed,3,none,2,car or other,0,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated,0
0 <= <200 DM,14,critical account,education,250,<100 DM,1<= < 4 years,2,guarantor,2,car or other,0,none,for free,3,skilled employee / official,1,yes,yes,0,divorced/separated,1
0 <= <200 DM,18,existing credits paid back duly till now,business,8761,<100 DM,>=7 years,3,none,4,unknown / no property,1,none,own,2,management/ highly qualified employee,1,yes,yes,0,divorced/separated,1
<0 DM,4,critical account,car (new),2585,<100 DM,4<= <7 years,1,none,2,car or other,1,none,own,2,skilled employee / official,1,yes,yes,0,married/widowed,1
<0 DM,12,delay in paying off,repairs,250,>= 1000 DM,1<= < 4 years,1,none,2,car or other,1,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated,1
no account,21,critical account,furniture/equipment,250,<100 DM,<1 years,3,none,1,car or other,0,none,rent,2,skilled employee / official,1,yes,yes,0,divorced/separated,1
0 <= <200 DM,10,critical account,car (new),775,100 <= <500 DM,4<= <7 years,2,none,3,real estate,1,bank,rent,1,management/ highly qualified employee,1,yes,yes,0,divorced/separated,1
no account,4,critical account,radio/television,3236,<100 DM,>=7 years,2,none,2,savings agreement/life insurance,1,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,0
no account,4,critical account,car (new),2781,no savings account,>=7 years,2,none,2,real estate,0,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
0 <= <200 DM,13,critical account,education,250,<100 DM,>=7 years,1,none,1,real estate,1,store,own,1,skilled employee / official,1,yes,yes,0,married/widowed,1
0 <= <200 DM,36,critical account,car (used),1324,500 <= < 1000 DM,<1 years,4,none,3,car or other,1,store,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,9,critical account,radio/television,740,<100 DM,>=7 years,4,none,3,car or other,0,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,0
no account,12,existing credits paid back duly till now,radio/television,958,500 <= < 1000 DM,1<= < 4 years,2,none,2,car or other,1,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
0 <= <200 DM,16,critical account,business,782,<100 DM,>=7 years,2,none,3,real estate,0,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,22,all credits at this bank paid back duly,car (used),4026,<100 DM,unemployed,1,none,2,car or other,1,none,own,1,management/ highly qualified employee,1,yes,yes,1,divorced/separated,1
0 <= <200 DM,31,critical account,furniture/equipment,3005,100 <= <500 DM,<1 years,1,none,2,car or other,1,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,16,critical account,radio/television,250,<100 DM,<1 years,2,none,4,unknown / no property,0,bank,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
<0 DM,30,existing credits paid back duly till now,business,250,<100 DM,>=7 years,4,none,4,unknown / no property,1,store,own,1,unskilled - resident,2,yes,yes,0,divorced/separated,0
<0 DM,4,critical account,radio/television,979,no savings account,>=7 years,3,none,2,car or other,0,none,own,1,unskilled - resident,1,none,yes,0,divorced/separated,1
<0 DM,49,critical account,education,1965,<100 DM,1<= < 4 years,1,none,1,savings agreement/life insurance,1,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
<0 DM,16,critical account,radio/television,8016,>= 1000 DM,4<= <7 years,4,none,2,car or other,0,bank,for free,1,skilled employee / official,2,yes,yes,1,divorced/separated,1
<0 DM,4,critical account,radio/television,1292,<100 DM,4<= <7 years,4,none,4,car or other,0,none,rent,1,unskilled - resident,1,yes,yes,0,divorced/separated,1
0 <= <200 DM,18,critical account,education,2739,<100 DM,<1 years,2,none,2,savings agreement/life insurance,1,none,own,1,unskilled - resident,2,none,yes,1,divorced/separated,0
no account,20,existing credits paid back duly till now,radio/television,1143,no savings account,>=7 years,4,none,4,car or other,0,none,own,1,skilled employee / official,2,none,yes,0,divorced/separated,1
<0 DM,18,critical account,car (used),1220,no savings account,>=7 years,4,none,2,savings agreement/life insurance,1,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,40,critical account,car (used),5064,<100 DM,1<= < 4 years,4,none,3,car or other,1,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,23,critical account,car (used),4163,<100 DM,unemployed,4,none,2,car or other,0,none,own,1,skilled employee / official,2,none,yes,0,divorced/separated,1
<0 DM,26,existing credits paid back duly till now,furniture/equipment,5913,no savings account,>=7 years,4,none,2,car or other,0,none,own,2,skilled employee / official,1,none,yes,0,divorced/separated,1
<0 DM,6,existing credits paid back duly till now,radio/television,266,<100 DM,unemployed,2,none,4,real estate,0,bank,own,4,unskilled - resident,1,none,yes,1,divorced/separated,1
no account,26,delay in paying off,business,250,<100 DM,>=7 years,4,none,2,savings agreement/life insurance,1,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
no account,4,existing credits paid back duly till now,car (new),987,<100 DM,4<= <7 years,1,none,3,car or other,0,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,56,existing credits paid back duly till now,repairs,250,<100 DM,1<= < 4 years,2,none,3,car or other,1,none,for free,2,skilled employee / official,1,yes,yes,1,divorced/separated,1
>= 200 DM ,4,critical account,furniture/equipment,397,no savings account,unemployed,3,none,2,car or other,0,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated,1
no account,21,delay in paying off,others,2260,<100 DM,1<= < 4 years,1,none,4,real estate,1,bank,own,2,unskilled - resident,1,none,yes,1,divorced/separated,1
>= 200 DM ,20,existing credits paid back duly till now,repairs,1691,500 <= < 1000 DM,<1 years,2,none,2,real estate,0,none,own,1,skilled employee / official,2,yes,yes,1,divorced/separated,1
<0 DM,31,critical account,furniture/equipment,4491,<100 DM,1<= < 4 years,4,none,2,unknown / no property,1,none,own,2,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,32,existing credits paid back duly till now,radio/television,581,<100 DM,1<= < 4 years,1,none,2,car or other,0,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated,1
0 <= <200 DM,23,all credits at this bank paid back duly,car (new),250,>= 1000 DM,unemployed,2,none,4,car or other,1,bank,for free,1,unskilled - resident,1,none,yes,1,divorced/separated,1
<0 DM,20,critical account,radio/television,1723,<100 DM,<1 years,4,none,2,real estate,1,none,rent,1,skilled employee / official,1,none,yes,0,divorced/separated,0
0 <= <200 DM,4,critical account,car (new),499,100 <= <500 DM,1<= < 4 years,4,none,3,real estate,0,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,22,critical account,car (new),2060,no savings account,>=7 years,1,none,4,savings agreement/life insurance,1,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated,1
no account,21,all credits at this bank paid back duly,furniture/equipment,1809,<100 DM,<1 years,4,none,1,car or other,1,none,rent,1,skilled employee / official,1,none,yes,0,divorced/separated,0
no account,21,existing credits paid back duly till now,car (new),250,<100 DM,1<= < 4 years,4,none,2,savings agreement/life insurance,1,none,own,1,skilled employee / official,2,yes,yes,1,divorced/separated,1
<0 DM,37,critical account,car (used),381,500 <= < 1000 DM,>=7 years,1,none,4,car or other,1,none,own,1,skilled employee / official,1,none,no,1,divorced/separated,1
<0 DM,11,critical account,furniture/equipment,4385,100 <= <500 DM,<1 years,2,none,2,car or other,0,none,own,1,unskilled - resident,1,none,yes,0,divorced/separated,1
<0 DM,4,existing credits paid back duly till now,radio/television,1272,100 <= <500 DM,1<= < 4 years,3,none,2,savings agreement/life insurance,1,none,rent,1,unskilled - resident,1,yes,yes,0,divorced/separated,0
<0 DM,23,critical account,radio/television,4382,<100 DM,unemployed,2,none,2,real estate,1,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
no account,4,critical account,car (new),1635,100 <= <500 DM,<1 years,1,none,2,real estate,1,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
0 <= <200 DM,53,critical account,radio/television,294,<100 DM,>=7 years,4,none,4,savings agreement/life insurance,0,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
0 <= <200 DM,31,all credits at this bank paid back duly,car (new),1540,100 <= <500 DM,4<= <7 years,4,none,1,car or other,0,none,own,2,skilled employee / official,2,none,yes,0,divorced/separated,1
<0 DM,30,critical account,furniture/equipment,1983,<100 DM,1<= < 4 years,2,none,3,car or other,0,none,own,1,unskilled - resident,1,yes,yes,1,divorced/separated,1
<0 DM,23,existing credits paid back duly till now,radio/television,2457,<100 DM,1<= < 4 years,1,guarantor,3,real estate,1,none,own,2,unskilled - resident,1,yes,yes,0,divorced/separated,1
no account,4,critical account,furniture/equipment,2112,<100 DM,1<= < 4 years,4,none,2,real estate,1,bank,own,4,unskilled - resident,1,yes,yes,1,married/widowed,1
0 <= <200 DM,23,delay in paying off,radio/television,317,<100 DM,>=7 years,2,none,3,car or other,1,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
no account,10,delay in paying off,radio/television,560,<100 DM,>=7 years,2,none,4,real estate,1,none,for free,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,32,critical account,car (new),382,<100 DM,>=7 years,4,none,1,real estate,0,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
<0 DM,23,existing credits paid back duly till now,furniture/equipment,2985,<100 DM,1<= < 4 years,1,none,3,car or other,0,none,own,2,skilled employee / official,1,yes,yes,0,divorced/separated,1
no account,12,delay in paying off,furniture/equipment,1370,<100 DM,<1 years,4,none,4,real estate,0,none,own,2,skilled employee / official,1,none,yes,0,divorced/separated,1
0 <= <200 DM,21,critical account,repairs,6692,no savings account,1<= < 4 years,4,none,1,savings agreement/life insurance,0,none,for free,1,skilled employee / official,1,none,yes,0,divorced/separated,1
>= 200 DM ,21,existing credits paid back duly till now,radio/television,3633,<100 DM,unemployed,2,none,2,car or other,0,bank,own,1,management/ highly qualified employee,1,yes,yes,0,divorced/separated,1
no account,4,existing credits paid back duly till now,repairs,3013,<100 DM,1<= < 4 years,2,none,3,car or other,0,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
0 <= <200 DM,20,critical account,radio/television,250,<100 DM,>=7 years,4,none,4,real estate,0,none,own,3,skilled employee / official,2,none,yes,0,divorced/separated,1
<0 DM,15,existing credits paid back duly till now,car (new),4052,500 <= < 1000 DM,<1 years,3,guarantor,4,car or other,1,bank,for free,2,skilled employee / official,1,yes,yes,1,divorced/separated,1
0 <= <200 DM,24,critical account,radio/television,575,<100 DM,1<= < 4 years,2,guarantor,4,car or other,0,none,rent,1,skilled employee / official,2,none,yes,0,divorced/separated,1
no account,23,all credits at this bank paid back duly,car (used),250,<100 DM,1<= < 4 years,3,none,4,savings agreement/life insurance,1,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
no account,10,critical account,radio/television,317,<100 DM,1<= < 4 years,2,guarantor,1,real estate,1,none,own,1,skilled employee / official,1,none,no,0,divorced/separated,1
<0 DM,4,no credits taken,furniture/equipment,250,<100 DM,>=7 years,4,none,2,savings agreement/life insurance,1,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
<0 DM,13,critical account,radio/television,9133,<100 DM,unemployed,4,none,2,real estate,1,bank,own,2,management/ highly qualified employee,1,none,yes,1,divorced/separated,1
<0 DM,26,critical account,repairs,250,<100 DM,>=7 years,4,none,4,car or other,1,bank,own,1,unskilled - resident,1,yes,yes,0,divorced/separated,1
no account,16,existing credits paid back duly till now,furniture/equipment,7076,<100 DM,4<= <7 years,3,none,1,real estate,1,bank,rent,2,unskilled - resident,2,yes,yes,1,divorced/separated,1
<0 DM,11,critical account,car (new),1407,no savings account,<1 years,4,none,4,unknown / no property,1,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
<0 DM,25,critical account,furniture/equipment,2769,no savings account,>=7 years,2,none,2,real estate,1,none,own,1,unskilled - resident,1,yes,yes,0,divorced/separated,0
no account,19,critical account,car (new),1056,<100 DM,>=7 years,2,none,4,car or other,1,none,own,1,skilled employee / official,2,none,yes,1,divorced/separated,1
no account,56,all credits at this bank paid back duly,furniture/equipment,1548,<100 DM,1<= < 4 years,2,none,1,car or other,1,none,for free,3,skilled employee / official,1,yes,yes,0,divorced/separated,1
0 <= <200 DM,17,existing credits paid back duly till now,radio/television,250,<100 DM,<1 years,2,none,2,real estate,1,store,own,1,skilled employee / official,2,none,yes,1,divorced/separated,1
>= 200 DM ,25,critical account,car (used),2120,<100 DM,<1 years,3,none,2,savings agreement/life insurance,1,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
<0 DM,23,critical account,business,1684,<100 DM,>=7 years,2,none,4,unknown / no property,1,none,own,2,unskilled - resident,1,none,yes,0,divorced/separated,1
0 <= <200 DM,5,existing credits paid back duly till now,radio/television,394,<100 DM,>=7 years,4,none,3,car or other,0,bank,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
no account,34,critical account,radio/television,1022,no savings account,>=7 years,2,none,2,unknown / no property,1,none,rent,1,skilled employee / official,1,none,yes,1,divorced/separated,1
>= 200 DM ,14,delay in paying off,business,250,no savings account,1<= < 4 years,2,none,1,real estate,0,none,own,1,management/ highly qualified employee,1,none,yes,0,divorced/separated,1
no account,4,critical account,radio/television,436,<100 DM,>=7 years,3,none,2,savings agreement/life insurance,1,none,own,1,management/ highly qualified employee,2,yes,yes,0,divorced/separated,0
no account,18,all credits at this bank paid back duly,furniture/equipment,2025,<100 DM,4<= <7 years,4,none,1,savings agreement/life insurance,0,none,own,2,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,19,critical account,car (used),1734,<100 DM,>=7 years,1,none,2,savings agreement/life insurance,1,none,own,1,unskilled - resident,1,none,yes,0,divorced/separated,1
0 <= <200 DM,4,critical account,furniture/equipment,250,<100 DM,1<= < 4 years,2,none,2,savings agreement/life insurance,0,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
<0 DM,23,critical account,furniture/equipment,1527,100 <= <500 DM,>=7 years,4,none,2,car or other,0,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated,1
0 <= <200 DM,22,existing credits paid back duly till now,business,3288,<100 DM,>=7 years,2,none,4,real estate,1,none,own,1,unskilled - resident,1,yes,yes,1,divorced/separated,1
no account,41,delay in paying off,furniture/equipment,2998,<100 DM,1<= < 4 years,2,none,2,car or other,0,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,0
>= 200 DM ,25,delay in paying off,car (new),2704,100 <= <500 DM,1<= < 4 years,2,none,4,unknown / no property,1,none,own,1,management/ highly qualified employee,1,none,yes,0,divorced/separated,1
0 <= <200 DM,23,existing credits paid back duly till now,car (used),1785,100 <= <500 DM,>=7 years,1,guarantor,1,car or other,0,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,51,existing credits paid back duly till now,radio/television,250,<100 DM,1<= < 4 years,4,guarantor,4,real estate,1,none,own,2,skilled employee / official,1,none,yes,0,divorced/separated,1
0 <= <200 DM,25,critical account,car (new),1402,<100 DM,1<= < 4 years,2,none,4,real estate,1,store,rent,1,unskilled - resident,1,none,yes,0,divorced/separated,1
<0 DM,7,existing credits paid back duly till now,furniture/equipment,1818,<100 DM,<1 years,2,none,2,real estate,1,none,own,4,skilled employee / official,1,yes,yes,0,divorced/separated,1
0 <= <200 DM,4,critical account,car (used),460,no savings account,unemployed,3,none,2,car or other,0,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,20,critical account,radio/television,612,<100 DM,<1 years,3,none,4,car or other,1,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
no account,16,critical account,car (new),4397,<100 DM,<1 years,3,none,4,real estate,1,none,rent,1,skilled employee / official,1,none,yes,0,divorced/separated,1
<0 DM,29,critical account,car (used),1912,<100 DM,<1 years,2,none,1,real estate,1,bank,rent,1,unskilled - resident,1,yes,yes,0,divorced/separated,0
no account,4,all credits at this bank paid back duly,furniture/equipment,250,<100 DM,1<= < 4 years,4,none,3,unknown / no property,0,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
<0 DM,23,existing credits paid back duly till now,car (new),1404,<100 DM,1<= < 4 years,1,none,4,real estate,1,none,for free,2,skilled employee / official,1,yes,yes,0,divorced/separated,0
no account,31,existing credits paid back duly till now,car (new),1832,<100 DM,>=7 years,2,none,2,savings agreement/life insurance,0,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,56,critical account,radio/television,2717,<100 DM,>=7 years,2,none,3,savings agreement/life insurance,1,bank,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,4,delay in paying off,car (used),761,no savings account,1<= < 4 years,2,none,1,car or other,1,none,for free,1,unskilled - resident,1,none,yes,0,divorced/separated,0
>= 200 DM ,14,critical account,radio/television,250,<100 DM,4<= <7 years,2,none,3,savings agreement/life insurance,0,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
no account,4,delay in paying off,furniture/equipment,1649,<100 DM,4<= <7 years,2,none,2,real estate,1,none,own,1,skilled employee / official,1,yes,yes,1,married/widowed,1
no account,14,existing credits paid back duly till now,others,426,<100 DM,1<= < 4 years,4,none,2,real estate,1,store,own,1,management/ highly qualified employee,1,yes,no,1,divorced/separated,1
<0 DM,11,critical account,car (used),1767,<100 DM,1<= < 4 years,4,none,4,savings agreement/life insurance,0,store,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,16,existing credits paid back duly till now,business,250,<100 DM,>=7 years,2,none,4,savings agreement/life insurance,0,none,own,1,skilled employee / official,2,none,yes,0,divorced/separated,1
<0 DM,20,existing credits paid back duly till now,car (new),948,<100 DM,>=7 years,2,none,4,real estate,0,none,rent,2,unemployed/ unskilled  - non-resident,1,yes,yes,1,divorced/separated,0
>= 200 DM ,24,critical account,car (new),4772,<100 DM,>=7 years,3,none,4,unknown / no property,1,none,for free,1,management/ highly qualified employee,1,none,yes,0,divorced/separated,1
no account,16,critical account,radio/television,1602,<100 DM,>=7 years,3,none,4,car or other,0,store,own,1,management/ highly qualified employee,1,yes,yes,1,married/widowed,1
0 <= <200 DM,4,critical account,furniture/equipment,1469,<100 DM,4<= <7 years,4,none,2,car or other,1,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,4,critical account,car (new),8783,<100 DM,>=7 years,2,none,4,real estate,0,bank,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
no account,10,delay in paying off,repairs,10406,<100 DM,>=7 years,4,none,3,real estate,1,none,own,1,skilled employee / official,1,yes,yes,1,married/widowed,0
no account,4,critical account,car (new),1829,<100 DM,<1 years,2,none,4,car or other,0,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
0 <= <200 DM,16,existing credits paid back duly till now,radio/television,887,<100 DM,>=7 years,2,none,4,car or other,0,none,own,2,unskilled - resident,1,none,yes,0,divorced/separated,1
no account,24,all credits at this bank paid back duly,others,250,100 <= <500 DM,1<= < 4 years,4,none,4,car or other,0,none,own,3,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,30,critical account,radio/television,1024,<100 DM,<1 years,3,guarantor,1,unknown / no property,1,store,own,1,management/ highly qualified employee,1,yes,yes,0,divorced/separated,1
<0 DM,30,existing credits paid back duly till now,radio/television,14835,>= 1000 DM,>=7 years,2,none,2,unknown / no property,1,none,rent,1,skilled employee / official,1,none,yes,0,divorced/separated,1
0 <= <200 DM,12,existing credits paid back duly till now,radio/television,3553,<100 DM,>=7 years,2,none,2,real estate,1,none,for free,2,management/ highly qualified employee,1,yes,yes,0,divorced/separated,1
no account,14,critical account,business,250,<100 DM,>=7 years,2,none,3,real estate,1,none,own,3,skilled employee / official,1,yes,no,0,divorced/separated,1
0 <= <200 DM,60,no credits taken,car (used),1390,<100 DM,<1 years,2,guarantor,4,savings agreement/life insurance,0,none,own,1,unskilled - resident,1,yes,yes,0,divorced/separated,1
0 <= <200 DM,21,delay in paying off,car (new),7677,<100 DM,1<= < 4 years,1,none,1,car or other,1,none,for free,1,unskilled - resident,1,yes,yes,0,divorced/separated,1
no account,40,critical account,education,250,<100 DM,<1 years,3,co-applicant,2,car or other,0,none,for free,1,skilled employee / official,2,yes,yes,0,divorced/separated,1
no account,43,critical account,education,260,<100 DM,1<= < 4 years,2,none,2,savings agreement/life insurance,1,none,rent,1,management/ highly qualified employee,1,none,yes,0,divorced/separated,1
no account,23,all credits at this bank paid back duly,radio/television,755,100 <= <500 DM,1<= < 4 years,3,none,1,car or other,1,none,own,3,skilled employee / official,1,yes,yes,1,divorced/separated,1
<0 DM,18,critical account,car (used),1478,<100 DM,4<= <7 years,4,none,3,car or other,0,none,own,1,skilled employee / official,2,none,yes,0,divorced/separated,0
no account,13,existing credits paid back duly till now,furniture/equipment,4794,500 <= < 1000 DM,<1 years,2,none,3,savings agreement/life insurance,0,store,own,1,skilled employee / official,2,none,yes,0,divorced/separated,0
no account,22,existing credits paid back duly till now,business,250,<100 DM,<1 years,2,none,3,car or other,0,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
<0 DM,18,existing credits paid back duly till now,radio/television,1864,no savings account,1<= < 4 years,1,none,2,car or other,1,bank,own,1,skilled employee / official,1,none,yes,1,divorced/separated,0
no account,5,existing credits paid back duly till now,radio/television,2379,<100 DM,<1 years,4,co-applicant,2,real estate,0,none,own,1,skilled employee / official,1,yes,yes,1,married/widowed,1
>= 200 DM ,26,delay in paying off,car (new),11514,<100 DM,<1 years,4,none,1,car or other,1,bank,own,2,skilled employee / official,1,yes,yes,0,divorced/separated,1
no account,41,critical account,radio/television,1655,500 <= < 1000 DM,1<= < 4 years,4,none,4,savings agreement/life insurance,0,store,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,0
<0 DM,30,critical account,furniture/equipment,1813,<100 DM,1<= < 4 years,2,none,2,savings agreement/life insurance,1,bank,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
0 <= <200 DM,19,critical account,car (new),250,no savings account,1<= < 4 years,4,guarantor,2,real estate,1,none,own,4,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,22,existing credits paid back duly till now,radio/television,2433,<100 DM,unemployed,4,none,2,car or other,0,none,own,3,unemployed/ unskilled  - non-resident,1,yes,no,1,married/widowed,1
no account,31,existing credits paid back duly till now,education,250,100 <= <500 DM,<1 years,3,none,3,real estate,0,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,34,existing credits paid back duly till now,furniture/equipment,10624,<100 DM,<1 years,4,none,2,real estate,1,none,own,1,management/ highly qualified employee,2,yes,yes,0,divorced/separated,1
>= 200 DM ,29,existing credits paid back duly till now,repairs,339,no savings account,>=7 years,2,none,4,car or other,1,bank,own,2,management/ highly qualified employee,1,none,yes,0,divorced/separated,1
0 <= <200 DM,11,existing credits paid back duly till now,car (new),4155,<100 DM,1<= < 4 years,2,none,1,real estate,1,none,own,1,skilled employee / official,1,yes,yes,0,married/widowed,1
0 <= <200 DM,15,existing credits paid back duly till now,car (new),6949,<100 DM,4<= <7 years,2,none,3,car or other,0,bank,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
<0 DM,20,critical account,business,1684,<100 DM,unemployed,1,co-applicant,4,car or other,1,none,own,1,unskilled - resident,1,yes,yes,1,divorced/separated,1
no account,12,critical account,radio/television,250,<100 DM,1<= < 4 years,2,none,1,real estate,0,none,for free,1,unskilled - resident,1,none,yes,0,divorced/separated,0
>= 200 DM ,10,critical account,car (new),4286,500 <= < 1000 DM,1<= < 4 years,3,co-applicant,1,savings agreement/life insurance,0,none,own,1,unemployed/ unskilled  - non-resident,1,yes,yes,1,divorced/separated,1
no account,23,critical account,car (new),250,no savings account,<1 years,2,none,4,car or other,1,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
0 <= <200 DM,43,critical account,furniture/equipment,1794,<100 DM,1<= < 4 years,2,none,2,car or other,1,none,own,2,skilled employee / official,1,none,yes,1,divorced/separated,1
no account,32,delay in paying off,furniture/equipment,526,<100 DM,>=7 years,4,none,2,car or other,1,bank,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
no account,61,existing credits paid back duly till now,radio/television,4735,>= 1000 DM,unemployed,2,none,1,car or other,1,none,own,1,unskilled - resident,1,none,yes,1,divorced/separated,1
>= 200 DM ,9,existing credits paid back duly till now,furniture/equipment,1302,<100 DM,<1 years,4,none,2,real estate,1,none,own,1,unskilled - resident,2,none,yes,0,divorced/separated,1
<0 DM,10,existing credits paid back duly till now,car (used),250,<100 DM,1<= < 4 years,3,none,4,real estate,0,bank,own,1,skilled employee / official,1,none,yes,1,divorced/separated,1
0 <= <200 DM,8,existing credits paid back duly till now,radio/television,250,<100 DM,<1 years,1,none,1,savings agreement/life insurance,0,none,own,2,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,17,critical account,radio/television,3183,<100 DM,<1 years,3,none,2,real estate,0,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,44,critical account,business,2094,<100 DM,1<= < 4 years,1,none,2,real estate,1,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
no account,18,existing credits paid back duly till now,radio/television,2236,<100 DM,<1 years,4,none,1,real estate,0,store,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,31,delay in paying off,radio/television,3730,<100 DM,4<= <7 years,2,none,3,real estate,1,none,own,1,unskilled - resident,1,yes,yes,0,divorced/separated,1
no account,10,existing credits paid back duly till now,furniture/equipment,250,<100 DM,>=7 years,2,none,2,real estate,0,bank,own,1,skilled employee / official,2,none,yes,0,divorced/separated,1
<0 DM,13,existing credits paid back duly till now,radio/television,1689,<100 DM,<1 years,1,none,3,savings agreement/life insurance,1,none,own,1,unskilled - resident,1,yes,yes,1,divorced/separated,1
0 <= <200 DM,4,existing credits paid back duly till now,radio/television,1969,no savings account,>=7 years,1,none,1,car or other,0,none,own,1,skilled employee / official,1,none,yes,1,divorced/separated,0
no account,22,critical account,furniture/equipment,1713,<100 DM,>=7 years,2,none,2,car or other,0,none,own,1,skilled employee / official,1,none,yes,0,divorced/separated,1
>= 200 DM ,45,critical account,furniture/equipment,2469,<100 DM,>=7 years,2,none,4,savings agreement/life insurance,1,bank,rent,2,skilled employee / official,2,none,yes,0,married/widowed,1
<0 DM,4,critical account,retraining,250,<100 DM,4<= <7 years,4,none,4,real estate,0,none,rent,2,skilled employee / official,1,yes,yes,1,married/widowed,0
no account,10,critical account,education,250,<100 DM,4<= <7 years,1,none,4,car or other,1,none,own,1,skilled employee / official,1,yes,yes,0,divorced/separated,1
no account,26,delay in paying off,radio/television,250,>= 1000 DM,<1 years,4,co-applicant,4,real estate,1,none,own,1,skilled employee / official,1,yes,yes,1,divorced/separated,1
no account,28,critical account,others,250,<100 DM,1<= < 4 years,4,none,3,car or other,1,none,rent,2,unskilled - resident,1,none,no,1,divorced/separated,0
