checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,numner-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
no account,36.0,existing credits paid back duly till now,car (new),1283.6151,<100 DM,4<= <7 years,2.0,none,4.0,unknown / no property,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,18.0,critical account,radio/television,1251.8363,<100 DM,<1 years,2.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,married/widowed,1
<0 DM,10.607085,critical account,car (new),2788.6218,no savings account,1<= < 4 years,4.0,none,4.0,real estate,25<=x<=65,none,rent,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,18.0,critical account,car (new),1827.6758,no savings account,<1 years,1.0,none,3.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,18.0,existing credits paid back duly till now,business,2434.799,<100 DM,1<= < 4 years,4.0,none,1.0,car or other,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,1
<0 DM,24.0,critical account,car (new),6561.3804,<100 DM,1<= < 4 years,2.0,none,3.0,unknown / no property,25<=x<=65,bank,rent,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,4.0,critical account,car (new),250.0,>= 1000 DM,>=7 years,1.0,none,3.8294542,real estate,25<=x<=65,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,24.0,existing credits paid back duly till now,radio/television,7110.519,<100 DM,>=7 years,4.0,none,4.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,married/widowed,0
no account,6.0,delay in paying off,radio/television,4718.6167,<100 DM,1<= < 4 years,2.0,none,2.0,car or other,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
no account,24.0,critical account,car (new),3413.6719,<100 DM,1<= < 4 years,4.0,none,4.0,real estate,25<=x<=65,none,own,2.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
<0 DM,18.0,existing credits paid back duly till now,furniture/equipment,18424.0,<100 DM,>=7 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,2.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,24.0,delay in paying off,furniture/equipment,18424.0,<100 DM,1<= < 4 years,1.635021,none,2.0,car or other,25<=x<=65,bank,rent,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,radio/television,4252.333,<100 DM,>=7 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,0
<0 DM,6.0,existing credits paid back duly till now,car (new),1954.2706,<100 DM,1<= < 4 years,4.0,none,2.196678,savings agreement/life insurance,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
no account,9.0,critical account,furniture/equipment,18424.0,<100 DM,4<= <7 years,4.0,none,3.0,unknown / no property,x<25 or x>65,none,own,1.9990666,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,10.0,existing credits paid back duly till now,retraining,1327.9711,500 <= < 1000 DM,1<= < 4 years,4.0,none,2.0,unknown / no property,25<=x<=65,none,rent,2.0,unskilled - resident,1.0,none,yes,female,divorced/separated,1
0 <= <200 DM,15.0,existing credits paid back duly till now,furniture/equipment,1857.5874,no savings account,4<= <7 years,1.0,none,2.0,car or other,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
no account,4.0,no credits taken,furniture/equipment,8158.3115,<100 DM,>=7 years,3.0,none,3.1185775,unknown / no property,25<=x<=65,none,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,4.0,critical account,domestic appliances,2278.0122,<100 DM,<1 years,3.0,none,4.0,unknown / no property,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
>= 200 DM ,12.0,existing credits paid back duly till now,radio/television,3347.1003,500 <= < 1000 DM,4<= <7 years,4.0,none,3.0,savings agreement/life insurance,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,72.0,delay in paying off,furniture/equipment,2675.1067,no savings account,<1 years,4.0,none,4.0,savings agreement/life insurance,x<25 or x>65,bank,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
no account,18.133623,existing credits paid back duly till now,furniture/equipment,2724.2886,<100 DM,1<= < 4 years,4.0,none,4.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,4.0,critical account,radio/television,1212.3889,<100 DM,1<= < 4 years,3.0,none,4.0,real estate,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,37.74361,critical account,car (new),3572.4302,<100 DM,1<= < 4 years,4.0,none,2.0,car or other,25<=x<=65,bank,rent,2.0,unemployed/ unskilled  - non-resident,1.0,none,yes,male,divorced/separated,1
no account,18.0,delay in paying off,car (used),1481.997,<100 DM,4<= <7 years,4.0,none,4.0,savings agreement/life insurance,25<=x<=65,store,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,24.0,existing credits paid back duly till now,radio/television,18424.0,<100 DM,>=7 years,3.0,none,3.0,real estate,25<=x<=65,bank,for free,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
<0 DM,18.0,existing credits paid back duly till now,car (new),4812.075,<100 DM,1<= < 4 years,3.0,none,3.0,car or other,x<25 or x>65,none,rent,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
<0 DM,6.0,existing credits paid back duly till now,car (new),3168.563,no savings account,1<= < 4 years,4.0,none,4.0,unknown / no property,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,1
0 <= <200 DM,24.0,critical account,education,4527.4307,no savings account,1<= < 4 years,4.0,none,1.0,unknown / no property,25<=x<=65,bank,own,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,36.0,critical account,furniture/equipment,4674.8335,>= 1000 DM,1<= < 4 years,2.0,none,1.4081304,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,no,male,divorced/separated,0
<0 DM,15.0,critical account,car (used),1374.3441,<100 DM,4<= <7 years,3.0,none,4.0,real estate,25<=x<=65,none,rent,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,0
<0 DM,15.0,existing credits paid back duly till now,car (new),3852.9104,<100 DM,>=7 years,3.0,none,1.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,36.69838,existing credits paid back duly till now,furniture/equipment,18424.0,no savings account,1<= < 4 years,4.0,none,2.0,car or other,x<25 or x>65,none,own,1.0,unskilled - resident,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,domestic appliances,1338.4622,<100 DM,>=7 years,2.0,none,4.0,savings agreement/life insurance,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
>= 200 DM ,12.0,existing credits paid back duly till now,furniture/equipment,2360.4026,500 <= < 1000 DM,<1 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,for free,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,4.0,existing credits paid back duly till now,car (new),2126.2747,100 <= <500 DM,1<= < 4 years,1.0,none,4.0,real estate,x<25 or x>65,none,own,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,1
<0 DM,24.0,existing credits paid back duly till now,car (new),18424.0,<100 DM,1<= < 4 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
>= 200 DM ,72.0,existing credits paid back duly till now,car (new),3846.2134,<100 DM,4<= <7 years,4.0,none,3.0,savings agreement/life insurance,25<=x<=65,none,own,2.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,72.0,existing credits paid back duly till now,radio/television,3541.103,no savings account,>=7 years,2.8853483,none,3.0,car or other,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,0
0 <= <200 DM,4.0,critical account,car (new),1542.7156,<100 DM,1<= < 4 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,for free,1.0,skilled employee / official,1.0,none,yes,male,married/widowed,0
<0 DM,9.0,existing credits paid back duly till now,repairs,3086.6692,<100 DM,1<= < 4 years,1.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,for free,1.0,skilled employee / official,1.0,none,yes,male,married/widowed,0
no account,24.0,existing credits paid back duly till now,furniture/equipment,18424.0,<100 DM,<1 years,2.0,none,2.0,savings agreement/life insurance,x<25 or x>65,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,1
no account,38.1792,existing credits paid back duly till now,car (new),3882.8115,<100 DM,>=7 years,2.0,none,3.0,savings agreement/life insurance,x<25 or x>65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,married/widowed,0
no account,12.0,existing credits paid back duly till now,furniture/equipment,4213.6914,<100 DM,>=7 years,4.0,none,4.0,car or other,x<25 or x>65,bank,rent,2.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,41.796604,existing credits paid back duly till now,radio/television,1062.3473,no savings account,1<= < 4 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,1
0 <= <200 DM,9.0,delay in paying off,education,2569.9702,<100 DM,>=7 years,4.0,none,1.0,savings agreement/life insurance,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,9.0,existing credits paid back duly till now,furniture/equipment,18424.0,<100 DM,4<= <7 years,4.0,none,4.0,savings agreement/life insurance,25<=x<=65,bank,for free,1.0,unemployed/ unskilled  - non-resident,1.0,yes,yes,female,divorced/separated,1
0 <= <200 DM,4.0,critical account,business,18424.0,100 <= <500 DM,4<= <7 years,4.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,car (new),7283.319,no savings account,4<= <7 years,4.0,none,2.0,savings agreement/life insurance,x<25 or x>65,none,rent,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
<0 DM,48.0,existing credits paid back duly till now,car (used),3647.2256,<100 DM,>=7 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,bank,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,0
<0 DM,6.0,all credits at this bank paid back duly,furniture/equipment,1227.4158,500 <= < 1000 DM,unemployed,3.0,none,3.0,real estate,25<=x<=65,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,male,divorced/separated,0
<0 DM,9.995221,existing credits paid back duly till now,furniture/equipment,959.6462,>= 1000 DM,>=7 years,4.0,none,3.0,car or other,x<25 or x>65,bank,own,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,0
0 <= <200 DM,4.0,existing credits paid back duly till now,education,3049.4187,<100 DM,1<= < 4 years,4.0,co-applicant,4.0,real estate,25<=x<=65,none,own,1.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,0
no account,72.0,existing credits paid back duly till now,furniture/equipment,1999.2517,<100 DM,>=7 years,4.0,none,2.9077108,real estate,25<=x<=65,none,own,2.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
no account,72.0,existing credits paid back duly till now,furniture/equipment,18424.0,<100 DM,<1 years,4.0,none,3.0,real estate,25<=x<=65,none,own,2.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,4.0,existing credits paid back duly till now,car (new),2263.0125,no savings account,4<= <7 years,4.0,none,2.0,real estate,25<=x<=65,none,rent,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,male,divorced/separated,0
0 <= <200 DM,18.0,critical account,radio/television,2598.727,<100 DM,1<= < 4 years,1.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,18.0,delay in paying off,business,2350.3247,<100 DM,>=7 years,4.0,none,3.0753243,unknown / no property,25<=x<=65,bank,own,1.0,unskilled - resident,1.0,none,yes,male,divorced/separated,1
no account,24.0,critical account,car (used),1541.0092,>= 1000 DM,1<= < 4 years,2.0,none,2.0,car or other,25<=x<=65,none,for free,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,12.0,existing credits paid back duly till now,car (new),1972.6731,<100 DM,>=7 years,2.0,none,2.180728,savings agreement/life insurance,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
<0 DM,15.0,existing credits paid back duly till now,radio/television,7687.7812,<100 DM,>=7 years,4.0,none,4.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
<0 DM,12.0,existing credits paid back duly till now,car (used),9969.474,>= 1000 DM,>=7 years,4.0,none,2.0,real estate,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
<0 DM,72.0,existing credits paid back duly till now,radio/television,3917.6848,<100 DM,>=7 years,4.0,none,1.0,savings agreement/life insurance,25<=x<=65,bank,rent,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,4.0,existing credits paid back duly till now,radio/television,1362.0203,<100 DM,1<= < 4 years,4.0,none,2.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,female,married/widowed,1
no account,24.0,existing credits paid back duly till now,furniture/equipment,1436.3058,no savings account,4<= <7 years,4.0,none,3.0,savings agreement/life insurance,25<=x<=65,none,for free,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
<0 DM,4.0,existing credits paid back duly till now,furniture/equipment,1839.5494,no savings account,<1 years,4.0,none,3.0,car or other,25<=x<=65,store,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
<0 DM,9.0,existing credits paid back duly till now,radio/television,2470.456,<100 DM,1<= < 4 years,4.0,none,2.0,car or other,x<25 or x>65,none,own,1.0741894,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,0
<0 DM,4.0,critical account,radio/television,2609.9373,<100 DM,>=7 years,2.0,none,4.0,savings agreement/life insurance,x<25 or x>65,bank,own,1.0,management/ highly qualified employee,1.0,yes,yes,female,divorced/separated,1
<0 DM,12.0,existing credits paid back duly till now,car (new),1389.6697,<100 DM,>=7 years,4.0,none,3.0,real estate,25<=x<=65,none,for free,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,36.0,existing credits paid back duly till now,car (new),4745.212,>= 1000 DM,unemployed,4.0,none,4.0,car or other,25<=x<=65,none,own,2.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,1
no account,18.0,existing credits paid back duly till now,car (used),1458.5759,100 <= <500 DM,1<= < 4 years,4.0,none,2.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,5.115382,delay in paying off,furniture/equipment,1388.9078,no savings account,4<= <7 years,1.0,none,2.0,unknown / no property,25<=x<=65,none,own,1.0,unskilled - resident,1.0,none,yes,male,married/widowed,0
no account,10.467925,delay in paying off,radio/television,2782.0254,no savings account,>=7 years,4.0,none,2.0,real estate,25<=x<=65,none,own,1.0,unskilled - resident,1.0,yes,no,male,divorced/separated,1
no account,24.0,critical account,education,1873.184,<100 DM,>=7 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,4.0,unemployed/ unskilled  - non-resident,1.0,yes,yes,male,divorced/separated,0
<0 DM,9.0,existing credits paid back duly till now,car (new),2675.3096,<100 DM,>=7 years,4.0,none,1.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,married/widowed,1
no account,12.0,existing credits paid back duly till now,car (used),2907.952,no savings account,unemployed,4.0,none,2.0,unknown / no property,25<=x<=65,none,rent,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,1
<0 DM,15.0,existing credits paid back duly till now,furniture/equipment,18424.0,<100 DM,1<= < 4 years,1.0,none,3.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,24.0,critical account,domestic appliances,2699.4106,no savings account,4<= <7 years,4.0,none,2.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
<0 DM,8.042968,critical account,car (new),1284.5793,<100 DM,>=7 years,4.0,none,1.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
no account,4.0,delay in paying off,furniture/equipment,3398.746,no savings account,>=7 years,4.0,none,3.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,married/widowed,1
no account,18.0,existing credits paid back duly till now,education,1528.3987,500 <= < 1000 DM,<1 years,4.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,1
no account,15.093872,critical account,furniture/equipment,250.0,500 <= < 1000 DM,<1 years,3.0,none,4.0,real estate,25<=x<=65,none,for free,1.0,skilled employee / official,1.0,yes,no,male,divorced/separated,1
<0 DM,15.0,no credits taken,car (new),2456.5354,no savings account,<1 years,3.0,none,3.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
<0 DM,30.0,delay in paying off,radio/television,3215.2217,500 <= < 1000 DM,4<= <7 years,2.8394012,none,4.0,car or other,25<=x<=65,none,rent,2.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
no account,18.0,existing credits paid back duly till now,furniture/equipment,617.0268,100 <= <500 DM,<1 years,3.0,none,4.0,car or other,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,none,yes,male,married/widowed,0
>= 200 DM ,23.321648,existing credits paid back duly till now,car (used),2828.7031,<100 DM,4<= <7 years,3.0,none,2.0,unknown / no property,25<=x<=65,store,rent,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,36.0,existing credits paid back duly till now,car (used),12191.378,<100 DM,>=7 years,4.0,none,1.0,real estate,25<=x<=65,bank,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
no account,21.0,no credits taken,furniture/equipment,1962.1544,<100 DM,>=7 years,4.0,none,3.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,10.541969,existing credits paid back duly till now,radio/television,574.5976,<100 DM,>=7 years,4.0,none,2.0,real estate,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,none,yes,female,married/widowed,0
0 <= <200 DM,13.436848,existing credits paid back duly till now,car (new),6840.2866,<100 DM,>=7 years,4.0,none,3.0,unknown / no property,25<=x<=65,none,rent,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,0
no account,24.0,existing credits paid back duly till now,furniture/equipment,2326.3962,100 <= <500 DM,4<= <7 years,3.0,none,1.0,real estate,25<=x<=65,store,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,0
<0 DM,54.21082,no credits taken,furniture/equipment,3077.5984,no savings account,1<= < 4 years,2.0,none,4.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,married/widowed,0
0 <= <200 DM,56.929226,existing credits paid back duly till now,car (new),6117.2334,<100 DM,1<= < 4 years,4.0,none,2.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,0
0 <= <200 DM,17.706135,no credits taken,car (used),3020.395,<100 DM,<1 years,2.0,none,2.0,car or other,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,24.0,delay in paying off,furniture/equipment,2448.6814,500 <= < 1000 DM,4<= <7 years,4.0,none,3.0,real estate,25<=x<=65,none,own,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
0 <= <200 DM,12.0,existing credits paid back duly till now,radio/television,1812.444,<100 DM,1<= < 4 years,4.0,none,2.0,real estate,25<=x<=65,none,rent,1.0,unskilled - resident,1.0,none,yes,male,married/widowed,0
no account,25.537859,critical account,car (used),3563.934,no savings account,4<= <7 years,4.0,none,2.3733613,real estate,25<=x<=65,store,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
>= 200 DM ,18.0,delay in paying off,radio/television,1937.0216,no savings account,<1 years,1.0,co-applicant,3.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,unemployed/ unskilled  - non-resident,1.0,yes,yes,male,divorced/separated,1
<0 DM,72.0,critical account,furniture/equipment,3878.9646,<100 DM,4<= <7 years,4.0,none,4.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,1
no account,72.0,existing credits paid back duly till now,furniture/equipment,2128.953,<100 DM,1<= < 4 years,4.0,none,3.0,savings agreement/life insurance,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
0 <= <200 DM,12.0,critical account,car (new),1190.9753,no savings account,<1 years,4.0,none,1.0,unknown / no property,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,married/widowed,1
<0 DM,72.0,existing credits paid back duly till now,car (used),1642.3625,<100 DM,unemployed,2.0,none,4.0,car or other,25<=x<=65,bank,rent,1.0,skilled employee / official,1.0,yes,yes,female,divorced/separated,0
<0 DM,18.32759,existing credits paid back duly till now,car (new),1427.8485,<100 DM,>=7 years,2.0,none,4.0,savings agreement/life insurance,25<=x<=65,bank,own,1.0,unskilled - resident,1.0,yes,yes,female,divorced/separated,1
no account,15.0,critical account,car (used),1110.6501,<100 DM,4<= <7 years,4.0,co-applicant,2.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
0 <= <200 DM,18.0,existing credits paid back duly till now,car (new),18424.0,<100 DM,1<= < 4 years,1.0,none,2.0,savings agreement/life insurance,25<=x<=65,bank,own,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,0
no account,9.128573,existing credits paid back duly till now,car (new),18424.0,no savings account,>=7 years,4.0,none,2.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
<0 DM,72.0,critical account,furniture/equipment,1547.7106,no savings account,1<= < 4 years,3.0,none,2.0,car or other,25<=x<=65,none,own,4.0,skilled employee / official,1.0,none,yes,male,married/widowed,0
0 <= <200 DM,15.0,existing credits paid back duly till now,car (new),359.6576,<100 DM,>=7 years,2.3291805,none,4.0,savings agreement/life insurance,25<=x<=65,bank,own,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,female,divorced/separated,1
no account,72.0,existing credits paid back duly till now,furniture/equipment,3065.4253,<100 DM,4<= <7 years,4.0,none,1.0,unknown / no property,25<=x<=65,none,rent,4.0,management/ highly qualified employee,1.0,none,yes,female,divorced/separated,0
no account,15.0,existing credits paid back duly till now,furniture/equipment,1005.8764,<100 DM,>=7 years,4.0,none,4.0,real estate,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
0 <= <200 DM,21.0,existing credits paid back duly till now,car (new),18424.0,no savings account,1<= < 4 years,2.0,none,3.0,savings agreement/life insurance,25<=x<=65,bank,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,1
<0 DM,9.0,existing credits paid back duly till now,domestic appliances,1511.5603,<100 DM,1<= < 4 years,4.0,none,3.0,savings agreement/life insurance,25<=x<=65,none,own,2.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,4.0,no credits taken,car (new),1487.9788,500 <= < 1000 DM,<1 years,4.0,none,4.0,savings agreement/life insurance,25<=x<=65,bank,own,1.0,management/ highly qualified employee,1.0,none,yes,male,married/widowed,1
no account,4.0,existing credits paid back duly till now,furniture/equipment,1240.1205,<100 DM,1<= < 4 years,4.0,none,2.0,real estate,25<=x<=65,bank,for free,1.0,skilled employee / official,1.0,none,no,male,divorced/separated,0
no account,24.0,existing credits paid back duly till now,radio/television,3212.8452,<100 DM,>=7 years,4.0,none,1.0,unknown / no property,25<=x<=65,none,for free,2.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
0 <= <200 DM,12.0,existing credits paid back duly till now,education,1464.1903,<100 DM,>=7 years,4.0,none,2.0,car or other,x<25 or x>65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
0 <= <200 DM,4.0,critical account,radio/television,4701.791,no savings account,4<= <7 years,4.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,0
no account,6.0,existing credits paid back duly till now,furniture/equipment,2757.0505,<100 DM,<1 years,1.0,none,4.0,savings agreement/life insurance,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,female,married/widowed,1
<0 DM,72.0,critical account,radio/television,18424.0,<100 DM,4<= <7 years,4.0,none,4.0,car or other,x<25 or x>65,none,own,4.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,0
0 <= <200 DM,11.900544,existing credits paid back duly till now,radio/television,5343.237,no savings account,1<= < 4 years,4.0,none,4.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,55.550125,existing credits paid back duly till now,radio/television,1547.2286,100 <= <500 DM,>=7 years,4.0,none,3.7269325,real estate,25<=x<=65,store,own,1.0,unskilled - resident,1.0,none,yes,female,divorced/separated,1
no account,24.0,delay in paying off,radio/television,4802.0615,no savings account,unemployed,4.0,none,2.0,unknown / no property,25<=x<=65,none,own,2.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
>= 200 DM ,72.0,critical account,car (new),3202.196,no savings account,<1 years,3.0,none,2.0,savings agreement/life insurance,25<=x<=65,none,rent,1.0,skilled employee / official,1.0,none,yes,female,divorced/separated,1
<0 DM,24.0,existing credits paid back duly till now,radio/television,2922.67,>= 1000 DM,1<= < 4 years,1.0,none,2.0,real estate,25<=x<=65,none,rent,1.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,1
no account,14.523773,critical account,business,18424.0,<100 DM,1<= < 4 years,4.0,co-applicant,2.0,car or other,25<=x<=65,none,own,1.0,skilled employee / official,1.0,none,yes,male,divorced/separated,0
no account,6.0,critical account,car (new),726.69073,>= 1000 DM,>=7 years,3.0,none,2.0,car or other,25<=x<=65,none,rent,1.0,unemployed/ unskilled  - non-resident,1.0,none,yes,male,divorced/separated,0
>= 200 DM ,36.55547,existing credits paid back duly till now,radio/television,18424.0,<100 DM,4<= <7 years,1.0,none,2.0,real estate,25<=x<=65,none,own,1.0,management/ highly qualified employee,1.0,yes,yes,male,divorced/separated,0
<0 DM,48.0,existing credits paid back duly till now,radio/television,250.0,<100 DM,>=7 years,4.0,none,4.0,real estate,x<25 or x>65,none,rent,1.0,skilled employee / official,1.0,yes,yes,male,divorced/separated,1
no account,35.71439,critical account,radio/television,6005.0933,<100 DM,1<= < 4 years,4.0,none,4.0,unknown / no property,25<=x<=65,none,own,2.0,management/ highly qualified employee,1.0,none,yes,male,divorced/separated,0
