age,workclass,education,edu-num,marital-status,occupation,relationship,race,sex,income
60, Private, Some-college,13, Married-civ-spouse, Sales, Husband, White, Female, <=50K
43, Private, 10th,7, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
27, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
63, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Female, >50K
43, Private, 7th-8th,7, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
46, Private, 10th,5, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
40, Private, Some-college,15, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
23, Self-emp-not-inc, 10th,9, Never-married, Sales, Husband, White, Male, <=50K
25, Private, Some-college,8, Never-married, Sales, Other-relative, White, Male, <=50K
31, Private, Assoc-voc,7, Never-married, Sales, Unmarried, Black, Male, <=50K
26, Private, Prof-school,10, Never-married, Prof-specialty, Other-relative, White, Female, <=50K
33, Private, HS-grad,10, Never-married, Adm-clerical, Unmarried, White, Female, >50K
28, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female, <=50K
23, Private, Some-college,12, Never-married, Exec-managerial, Own-child, White, Female, <=50K
48, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
54, Federal-gov, Prof-school,10, Never-married, Transport-moving, Not-in-family, White, Female, <=50K
34, Private, 10th,11, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
19, Private, HS-grad,14, Never-married, Sales, Not-in-family, Black, Male, <=50K
53, Self-emp-not-inc, HS-grad,13, Never-married, Prof-specialty, Husband, White, Female, >50K
26, Private, HS-grad,11, Never-married, Sales, Not-in-family, White, Male, <=50K
25, Self-emp-not-inc, Assoc-acdm,14, Never-married, Prof-specialty, Own-child, White, Male, <=50K
22, Private, Some-college,12, Never-married, Adm-clerical, Not-in-family, White, Male, >50K
62, ?, HS-grad,15, Married-civ-spouse, Exec-managerial, Unmarried, White, Male, >50K
32, Private, 5th-6th,5, Never-married, Craft-repair, Other-relative, White, Male, <=50K
22, Private, HS-grad,15, Never-married, Adm-clerical, Own-child, White, Female, >50K
57, Private, HS-grad,13, Never-married, Exec-managerial, Not-in-family, White, Female, <=50K
27, Private, Assoc-acdm,12, Never-married, Sales, Husband, White, Female, <=50K
32, Private, 10th,5, Never-married, Craft-repair, Not-in-family, Black, Female, <=50K
36, Private, Some-college,14, Never-married, Prof-specialty, Not-in-family, White, Male, <=50K
41, Self-emp-not-inc, Some-college,12, Never-married, Exec-managerial, Other-relative, White, Male, <=50K
23, Private, HS-grad,12, Never-married, Armed-Forces, Own-child, White, Female, <=50K
40, Federal-gov, Some-college,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
48, Private, Some-college,11, Never-married, Prof-specialty, Own-child, White, Male, >50K
34, Private, 10th,5, Never-married, Transport-moving, Not-in-family, White, Male, <=50K
33, Private, HS-grad,13, Never-married, Sales, Husband, White, Female, >50K
36, Private, HS-grad,12, Never-married, Other-service, Own-child, Black, Female, >50K
38, Private, Prof-school,11, Never-married, Sales, Own-child, White, Male, <=50K
62, Self-emp-not-inc, Bachelors,12, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, <=50K
47, State-gov, HS-grad,15, Never-married, Exec-managerial, Husband, White, Female, <=50K
30, Private, HS-grad,12, Never-married, Exec-managerial, Not-in-family, White, Female, >50K
43, Private, HS-grad,14, Married-civ-spouse, Sales, Husband, White, Female, >50K
18, Federal-gov, 10th,8, Never-married, Prof-specialty, Other-relative, White, Female, <=50K
40, Self-emp-not-inc, Some-college,12, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, <=50K
25, Local-gov, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male, <=50K
19, Private, Some-college,11, Never-married, Prof-specialty, Own-child, White, Female, <=50K
43, Private, Prof-school,6, Never-married, Prof-specialty, Other-relative, White, Male, <=50K
31, Private, HS-grad,15, Never-married, Sales, Not-in-family, White, Female, >50K
27, Self-emp-not-inc, HS-grad,12, Never-married, Farming-fishing, Not-in-family, White, Female, <=50K
50, Private, 10th,11, Married-civ-spouse, Exec-managerial, Own-child, White, Female, <=50K
38, Private, 11th,9, Never-married, Sales, Not-in-family, Black, Male, <=50K
37, Private, Some-college,11, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
39, Private, HS-grad,15, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
37, Private, Some-college,15, Never-married, Sales, Not-in-family, White, Male, <=50K
49, State-gov, HS-grad,14, Never-married, Exec-managerial, Not-in-family, White, Female, >50K
26, Private, 10th,6, Never-married, Craft-repair, Other-relative, White, Male, <=50K
38, Local-gov, 10th,8, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
56, Self-emp-not-inc, Prof-school,10, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
47, Self-emp-not-inc, Masters,12, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
50, Self-emp-not-inc, 7th-8th,10, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
37, Private, 11th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
20, Private, Some-college,11, Never-married, Sales, Own-child, Black, Male, >50K
32, Private, 10th,10, Never-married, Sales, Not-in-family, White, Male, <=50K
29, Private, Some-college,13, Never-married, Prof-specialty, Own-child, White, Male, <=50K
23, Private, Some-college,13, Never-married, Prof-specialty, Husband, White, Male, <=50K
25, Private, Assoc-acdm,14, Never-married, Prof-specialty, Not-in-family, White, Female, <=50K
41, Private, 10th,8, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
63, Self-emp-not-inc, 10th,7, Married-civ-spouse, Other-service, Not-in-family, White, Female, <=50K
58, Federal-gov, Bachelors,10, Married-civ-spouse, Sales, Husband, White, Male, <=50K
20, Self-emp-not-inc, HS-grad,16, Never-married, Sales, Own-child, White, Female, <=50K
42, Private, Prof-school,10, Never-married, Sales, Not-in-family, White, Male, <=50K
59, Private, Some-college,5, Married-civ-spouse, Transport-moving, Not-in-family, White, Male, <=50K
21, Private, 11th,9, Never-married, Adm-clerical, Own-child, White, Female, <=50K
17, Self-emp-not-inc, Assoc-acdm,12, Never-married, Armed-Forces, Not-in-family, White, Female, <=50K
48, Federal-gov, HS-grad,12, Never-married, Prof-specialty, Husband, White, Male, <=50K
21, Federal-gov, Some-college,12, Never-married, Exec-managerial, Own-child, White, Female, <=50K
43, Private, 10th,3, Married-civ-spouse, Transport-moving, Not-in-family, White, Male, <=50K
37, Self-emp-not-inc, Some-college,15, Never-married, Prof-specialty, Husband, White, Male, >50K
29, Private, HS-grad,10, Never-married, Adm-clerical, Not-in-family, White, Female, >50K
23, Private, Assoc-acdm,14, Never-married, Craft-repair, Unmarried, White, Female, <=50K
81, Local-gov, 7th-8th,8, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
40, Self-emp-not-inc, 10th,7, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
36, Private, 5th-6th,8, Never-married, Craft-repair, Own-child, White, Female, <=50K
79, Private, 7th-8th,8, Married-civ-spouse, Other-service, Not-in-family, White, Female, <=50K
25, Private, Some-college,12, Never-married, Sales, Not-in-family, White, Male, >50K
66, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male, <=50K
43, Private, 10th,5, Married-civ-spouse, Craft-repair, Unmarried, White, Male, <=50K
31, Self-emp-not-inc, Some-college,16, Never-married, Sales, Not-in-family, White, Male, <=50K
33, Private, Masters,8, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
41, Private, 10th,8, Married-civ-spouse, Transport-moving, Husband, White, Male, >50K
52, State-gov, Some-college,5, Married-civ-spouse, Craft-repair, Husband, Black, Male, >50K
42, Private, Some-college,13, Married-civ-spouse, Prof-specialty, Husband, White, Female, >50K
58, Private, HS-grad,13, Never-married, Exec-managerial, Not-in-family, White, Female, <=50K
61, Private, HS-grad,10, Never-married, Prof-specialty, Not-in-family, White, Female, <=50K
35, Private, Some-college,10, Never-married, Sales, Own-child, White, Male, >50K
38, Private, 5th-6th,8, Married-civ-spouse, Craft-repair, Other-relative, White, Male, <=50K
17, Private, HS-grad,14, Never-married, Adm-clerical, Own-child, White, Male, <=50K
42, Private, Some-college,12, Married-civ-spouse, Sales, Not-in-family, White, Male, >50K
34, Private, HS-grad,11, Married-civ-spouse, Sales, Husband, White, Male, >50K
48, Private, Some-college,11, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
24, Private, Some-college,16, Never-married, Sales, Husband, White, Male, <=50K
59, Private, Assoc-voc,8, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
50, Private, HS-grad,16, Married-civ-spouse, Prof-specialty, Husband, White, Female, >50K
46, Private, Masters,11, Never-married, Prof-specialty, Own-child, White, Female, <=50K
61, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Female, <=50K
47, Private, Prof-school,11, Never-married, Sales, Own-child, White, Female, <=50K
52, Private, Some-college,7, Married-civ-spouse, Transport-moving, Husband, White, Male, >50K
17, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male, <=50K
45, Private, Prof-school,11, Never-married, Craft-repair, Unmarried, White, Female, <=50K
31, Self-emp-not-inc, Assoc-acdm,13, Never-married, Prof-specialty, Own-child, White, Male, <=50K
53, Private, HS-grad,10, Married-civ-spouse, Exec-managerial, Wife, White, Female, >50K
31, Private, Some-college,13, Married-civ-spouse, Sales, Husband, White, Female, <=50K
85, Private, 7th-8th,7, Married-civ-spouse, Transport-moving, Husband, White, Male, >50K
42, Private, Some-college,8, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
42, Private, 11th,9, Never-married, Sales, Own-child, Black, Male, <=50K
55, Private, Some-college,11, Married-civ-spouse, Sales, Wife, White, Female, >50K
70, Self-emp-not-inc, Bachelors,9, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
34, Federal-gov, Prof-school,12, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
19, Private, HS-grad,12, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
24, Private, Some-college,8, Never-married, Adm-clerical, Other-relative, White, Male, <=50K
47, Private, Bachelors,8, Married-civ-spouse, Transport-moving, Husband, Black, Male, >50K
60, Self-emp-not-inc, 9th,4, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
54, Private, 10th,9, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female, <=50K
45, Private, Some-college,10, Married-civ-spouse, Sales, Not-in-family, White, Female, <=50K
44, Self-emp-not-inc, Some-college,12, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
55, Self-emp-not-inc, 10th,9, Married-civ-spouse, Sales, Not-in-family, White, Male, <=50K
17, Private, Some-college,16, Married-civ-spouse, Sales, Husband, White, Male, >50K
17, Private, Some-college,11, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
17, Private, Prof-school,9, Never-married, Sales, Own-child, White, Female, <=50K
29, Private, 10th,4, Married-civ-spouse, Craft-repair, Other-relative, White, Male, <=50K
72, Self-emp-not-inc, 7th-8th,5, Divorced, Prof-specialty, Not-in-family, White, Male, <=50K
61, Private, Bachelors,16, Divorced, Exec-managerial, Not-in-family, White, Male, <=50K
32, Private, Prof-school,9, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
42, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male, <=50K
49, Self-emp-not-inc, Bachelors,13, Never-married, Sales, Not-in-family, White, Female, >50K
27, Private, 10th,8, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
47, Private, 10th,8, Never-married, Sales, Not-in-family, White, Female, <=50K
43, Private, Prof-school,10, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
55, Private, 10th,5, Married-civ-spouse, Protective-serv, Not-in-family, White, Female, <=50K
40, Private, Prof-school,7, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
20, Private, HS-grad,11, Never-married, Prof-specialty, Own-child, White, Female, >50K
33, Private, 10th,9, Never-married, Sales, Husband, White, Male, <=50K
33, Private, HS-grad,15, Never-married, Exec-managerial, Own-child, White, Female, >50K
42, Private, Bachelors,12, Married-civ-spouse, Sales, Husband, White, Male, <=50K
43, Private, Some-college,14, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
24, Private, Some-college,9, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
57, Private, 7th-8th,9, Married-civ-spouse, Craft-repair, Husband, White, Female, >50K
41, Private, 10th,5, Married-civ-spouse, Transport-moving, Not-in-family, White, Male, <=50K
54, Private, HS-grad,8, Married-civ-spouse, Transport-moving, Not-in-family, White, Male, <=50K
48, Private, 10th,6, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
54, Private, HS-grad,9, Married-civ-spouse, Other-service, Not-in-family, White, Female, <=50K
49, Private, 10th,9, Married-civ-spouse, Sales, Not-in-family, White, Male, <=50K
50, Self-emp-not-inc, Bachelors,11, Married-civ-spouse, Sales, Not-in-family, White, Female, <=50K
36, Private, 10th,10, Married-civ-spouse, Other-service, Wife, White, Female, >50K
36, Local-gov, 10th,5, Never-married, Prof-specialty, Husband, White, Male, <=50K
27, Private, Some-college,15, Never-married, Exec-managerial, Own-child, White, Female, <=50K
47, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
29, Private, Bachelors,12, Married-civ-spouse, Adm-clerical, Husband, White, Male, <=50K
50, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
47, Private, Some-college,14, Never-married, Sales, Husband, White, Male, >50K
87, Private, 7th-8th,9, Married-civ-spouse, Transport-moving, Husband, White, Male, >50K
20, Private, 10th,11, Never-married, Prof-specialty, Not-in-family, White, Female, <=50K
54, Private, Bachelors,8, Married-civ-spouse, Craft-repair, Not-in-family, White, Male, <=50K
35, Private, Some-college,10, Never-married, Prof-specialty, Husband, White, Male, >50K
20, Private, Some-college,13, Never-married, Sales, Own-child, White, Male, >50K
54, Private, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Female, >50K
42, Private, HS-grad,11, Never-married, Sales, Not-in-family, White, Female, <=50K
48, Private, Some-college,7, Married-civ-spouse, Transport-moving, Husband, White, Male, >50K
42, Private, HS-grad,13, Never-married, Armed-Forces, Not-in-family, White, Female, <=50K
37, Private, 10th,7, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
45, Private, HS-grad,11, Married-civ-spouse, Transport-moving, Husband, White, Female, >50K
83, Local-gov, Bachelors,11, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
52, Private, 10th,9, Married-civ-spouse, Transport-moving, Unmarried, White, Male, <=50K
31, Private, Some-college,15, Never-married, Exec-managerial, Own-child, White, Male, >50K
27, Private, Assoc-acdm,12, Never-married, Other-service, Not-in-family, White, Female, <=50K
65, Self-emp-not-inc, 10th,6, Married-civ-spouse, Craft-repair, Not-in-family, White, Female, <=50K
51, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Unmarried, White, Male, <=50K
36, Private, 10th,11, Never-married, Exec-managerial, Own-child, White, Female, <=50K
29, Self-emp-not-inc, 10th,9, Never-married, Prof-specialty, Own-child, White, Female, <=50K
21, Self-emp-not-inc, Some-college,16, Never-married, Sales, Not-in-family, White, Male, <=50K
42, Private, 10th,8, Never-married, Exec-managerial, Not-in-family, White, Female, <=50K
29, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male, <=50K
73, Self-emp-not-inc, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Black, Female, >50K
50, Private, 10th,8, Never-married, Other-service, Not-in-family, White, Female, <=50K
61, Self-emp-not-inc, Bachelors,11, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female, <=50K
20, Private, Prof-school,6, Never-married, Prof-specialty, Other-relative, White, Male, <=50K
24, Private, HS-grad,10, Never-married, Exec-managerial, Own-child, Black, Female, <=50K
41, Private, 10th,6, Never-married, Craft-repair, Other-relative, White, Female, <=50K
84, Local-gov, 7th-8th,7, Married-civ-spouse, Transport-moving, Husband, White, Male, >50K
28, Private, Some-college,14, Married-civ-spouse, Exec-managerial, Own-child, White, Male, <=50K
21, Private, Assoc-acdm,11, Never-married, Sales, Husband, White, Male, >50K
47, Private, 10th,11, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male, <=50K
19, Private, Prof-school,12, Never-married, Armed-Forces, Own-child, White, Female, <=50K
38, Private, HS-grad,12, Never-married, Sales, Not-in-family, White, Female, <=50K
41, State-gov, 10th,7, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
39, Private, Prof-school,4, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
39, Private, 10th,8, Never-married, Craft-repair, Unmarried, White, Female, <=50K
29, Private, HS-grad,8, Never-married, Transport-moving, Other-relative, White, Male, <=50K
32, Private, Prof-school,12, Never-married, Prof-specialty, Own-child, White, Male, <=50K
26, Private, HS-grad,14, Never-married, Sales, Husband, White, Female, >50K
41, Local-gov, 10th,7, Married-civ-spouse, Craft-repair, Unmarried, White, Female, <=50K
36, Private, HS-grad,10, Married-civ-spouse, Adm-clerical, Husband, White, Male, >50K
51, Private, 10th,7, Married-civ-spouse, Craft-repair, Husband, White, Female, <=50K
28, Private, Assoc-acdm,12, Never-married, Prof-specialty, Own-child, White, Male, <=50K
62, Self-emp-not-inc, Bachelors,10, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
28, Self-emp-not-inc, 11th,10, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
29, Private, Some-college,13, Never-married, Craft-repair, Own-child, White, Female, <=50K
31, Private, 10th,8, Never-married, Craft-repair, Not-in-family, White, Female, >50K
20, Private, Some-college,9, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
42, Private, Assoc-voc,8, Married-civ-spouse, Exec-managerial, Unmarried, White, Female, <=50K
40, Private, HS-grad,12, Never-married, Exec-managerial, Not-in-family, White, Female, <=50K
62, Private, Masters,7, Married-civ-spouse, Transport-moving, Other-relative, White, Male, <=50K
32, Private, Prof-school,9, Never-married, Prof-specialty, Own-child, White, Male, <=50K
21, Private, HS-grad,8, Never-married, Exec-managerial, Own-child, White, Female, <=50K
43, Private, 10th,4, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
28, Private, Masters,9, Never-married, Craft-repair, Other-relative, White, Male, <=50K
39, Private, Some-college,9, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
42, Private, 10th,11, Married-civ-spouse, Prof-specialty, Husband, White, Female, >50K
55, Self-emp-not-inc, Some-college,15, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
49, Private, Bachelors,12, Never-married, Sales, Not-in-family, White, Male, <=50K
49, Private, Some-college,11, Married-civ-spouse, Sales, Husband, White, Male, >50K
64, Self-emp-not-inc, HS-grad,7, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
67, Self-emp-not-inc, Bachelors,12, Married-civ-spouse, Other-service, Not-in-family, White, Male, >50K
41, Private, HS-grad,8, Never-married, Transport-moving, Own-child, White, Female, >50K
44, Private, 5th-6th,9, Married-civ-spouse, Exec-managerial, Husband, White, Female, <=50K
54, Private, Some-college,13, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
39, Self-emp-not-inc, Some-college,9, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
65, Private, Some-college,14, Married-civ-spouse, Machine-op-inspct, Husband, White, Female, <=50K
39, Private, HS-grad,15, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
38, Self-emp-not-inc, 10th,8, Never-married, Craft-repair, Husband, White, Male, <=50K
28, Private, Some-college,12, Married-civ-spouse, Sales, Husband, White, Male, <=50K
40, Private, Prof-school,8, Never-married, Transport-moving, Not-in-family, White, Male, <=50K
35, Private, 10th,4, Married-civ-spouse, Craft-repair, Unmarried, White, Male, <=50K
25, Private, 10th,7, Never-married, Adm-clerical, Not-in-family, Black, Female, <=50K
30, Federal-gov, Some-college,11, Married-civ-spouse, Exec-managerial, Husband, White, Female, <=50K
34, Private, Some-college,13, Married-civ-spouse, Sales, Husband, White, Male, <=50K
36, Private, Some-college,13, Married-civ-spouse, Transport-moving, Husband, White, Male, >50K
38, Private, 10th,4, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
28, Private, Some-college,13, Never-married, Prof-specialty, Own-child, White, Female, >50K
25, Private, HS-grad,11, Never-married, Prof-specialty, Unmarried, White, Male, <=50K
41, Self-emp-not-inc, Bachelors,10, Never-married, Adm-clerical, Not-in-family, White, Female, <=50K
29, Self-emp-not-inc, Some-college,12, Never-married, Sales, Own-child, White, Female, >50K
27, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male, <=50K
25, Private, Prof-school,11, Never-married, Adm-clerical, Own-child, White, Male, <=50K
70, Local-gov, Some-college,12, Married-civ-spouse, Sales, Husband, White, Male, <=50K
56, Local-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Female, <=50K
33, Private, Some-college,11, Never-married, Sales, Not-in-family, White, Male, <=50K
57, Private, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male, >50K
20, Self-emp-not-inc, HS-grad,12, Never-married, Adm-clerical, Own-child, White, Female, <=50K
40, Private, Some-college,11, Never-married, Prof-specialty, Not-in-family, White, Male, >50K
23, Private, Some-college,15, Never-married, Farming-fishing, Not-in-family, White, Male, >50K
47, Private, 10th,9, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
25, Federal-gov, Some-college,9, Never-married, Adm-clerical, Other-relative, Black, Male, <=50K
30, Private, HS-grad,6, Never-married, Transport-moving, Other-relative, White, Male, <=50K
41, Self-emp-not-inc, Some-college,13, Married-civ-spouse, Exec-managerial, Husband, White, Male, >50K
26, Private, Some-college,13, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
46, Private, Bachelors,11, Married-civ-spouse, Sales, Husband, White, Male, >50K
36, State-gov, Some-college,9, Never-married, Prof-specialty, Other-relative, White, Male, <=50K
59, Private, Bachelors,12, Never-married, Exec-managerial, Not-in-family, White, Male, <=50K
72, Private, 7th-8th,6, Married-civ-spouse, Transport-moving, Not-in-family, White, Male, >50K
28, Private, 10th,7, Never-married, Adm-clerical, Unmarried, White, Male, <=50K
65, Local-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
26, Private, Bachelors,10, Never-married, Adm-clerical, Own-child, White, Male, <=50K
46, Self-emp-not-inc, 10th,3, Married-civ-spouse, Craft-repair, Unmarried, White, Male, <=50K
51, Private, 7th-8th,10, Married-civ-spouse, Sales, Not-in-family, White, Female, <=50K
54, Private, 7th-8th,6, Married-civ-spouse, Transport-moving, Husband, White, Male, >50K
23, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female, <=50K
43, Private, Some-college,14, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
18, Private, Some-college,16, Never-married, Exec-managerial, Own-child, White, Female, >50K
23, Private, Some-college,16, Never-married, Armed-Forces, Own-child, White, Female, <=50K
38, Private, 10th,5, Never-married, Tech-support, Not-in-family, White, Female, <=50K
29, Private, Some-college,11, Never-married, Adm-clerical, Not-in-family, White, Male, <=50K
44, Private, Masters,9, Never-married, Sales, Not-in-family, White, Female, <=50K
48, Self-emp-not-inc, 10th,7, Never-married, Transport-moving, Own-child, White, Female, <=50K
41, Federal-gov, 10th,2, Never-married, Prof-specialty, Not-in-family, Black, Male, <=50K
47, Self-emp-not-inc, Some-college,7, Never-married, Prof-specialty, Other-relative, Black, Male, <=50K
54, Private, HS-grad,15, Never-married, Exec-managerial, Not-in-family, White, Female, >50K
37, Private, Some-college,8, Married-civ-spouse, Prof-specialty, Other-relative, White, Male, >50K
27, Private, Some-college,9, Never-married, Sales, Husband, White, Male, <=50K
60, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male, >50K
46, Private, 10th,7, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
22, Self-emp-not-inc, 10th,8, Never-married, Farming-fishing, Unmarried, White, Female, <=50K
46, Private, 11th,8, Married-civ-spouse, Sales, Own-child, Black, Female, <=50K
42, Local-gov, Some-college,12, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
58, Self-emp-not-inc, Assoc-acdm,11, Divorced, Prof-specialty, Not-in-family, White, Male, <=50K
29, Private, Some-college,15, Never-married, Prof-specialty, Not-in-family, White, Male, >50K
20, Self-emp-not-inc, HS-grad,11, Never-married, Prof-specialty, Own-child, White, Male, <=50K
62, Self-emp-not-inc, 10th,5, Never-married, Transport-moving, Not-in-family, White, Female, <=50K
40, Private, 10th,8, Married-civ-spouse, Craft-repair, Unmarried, White, Male, <=50K
29, Private, HS-grad,14, Never-married, Exec-managerial, Own-child, White, Female, >50K
33, Private, Some-college,15, Never-married, Adm-clerical, Unmarried, White, Male, <=50K
71, Private, 7th-8th,8, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
32, Private, 10th,9, Separated, Sales, Not-in-family, White, Male, <=50K
35, Private, Prof-school,11, Never-married, Sales, Not-in-family, White, Male, <=50K
21, Private, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male, <=50K
34, Private, Prof-school,10, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
69, Private, 9th,3, Married-civ-spouse, Transport-moving, Not-in-family, White, Male, <=50K
59, Self-emp-not-inc, Some-college,7, Married-civ-spouse, Transport-moving, Husband, White, Male, <=50K
52, Private, Bachelors,7, Never-married, Other-service, Unmarried, White, Female, <=50K
63, Local-gov, 10th,6, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male, <=50K
27, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male, <=50K
49, Private, Some-college,16, Married-civ-spouse, Prof-specialty, Wife, White, Female, >50K
45, Private, 11th,5, Never-married, Craft-repair, Not-in-family, White, Female, <=50K
64, Self-emp-not-inc, Bachelors,9, Married-civ-spouse, Other-service, Husband, White, Male, <=50K
21, Private, Some-college,12, Married-civ-spouse, Exec-managerial, Own-child, White, Male, <=50K
55, Self-emp-not-inc, 7th-8th,7, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male, <=50K
43, Self-emp-not-inc, Some-college,11, Married-civ-spouse, Prof-specialty, Husband, White, Male, >50K
49, Self-emp-not-inc, Bachelors,12, Married-civ-spouse, Transport-moving, Husband, White, Male, >50K
50, Self-emp-not-inc, HS-grad,11, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
35, Self-emp-not-inc, Assoc-acdm,9, Never-married, Craft-repair, Not-in-family, White, Male, <=50K
44, Private, 10th,5, Never-married, Transport-moving, Unmarried, White, Male, <=50K
24, Private, Some-college,16, Married-civ-spouse, Exec-managerial, Own-child, White, Male, <=50K
57, Private, 7th-8th,11, Married-civ-spouse, Exec-managerial, Husband, White, Male, <=50K
60, Private, Assoc-voc,11, Never-married, Sales, Own-child, White, Male, <=50K
48, Private, HS-grad,5, Never-married, Other-service, Unmarried, Black, Female, <=50K
40, Private, 10th,6, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
63, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male, <=50K
18, Private, HS-grad,11, Never-married, Adm-clerical, Own-child, White, Male, <=50K
74, Self-emp-not-inc, Some-college,12, Married-civ-spouse, Transport-moving, Husband, White, Male, >50K
43, Private, Prof-school,13, Divorced, Craft-repair, Husband, White, Male, >50K
42, Private, 10th,5, Married-civ-spouse, Craft-repair, Husband, White, Female, <=50K
56, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male, >50K
25, Private, 10th,6, Never-married, Prof-specialty, Unmarried, Black, Male, <=50K
